"","test_data.respon","predRF","predNB","predSVM","predC50"
"872",5,"5","5",5,"5"
"873",2,"2","1",5,"2"
"874",5,"5","5",5,"5"
"875",3,"3","2",3,"3"
"876",1,"1","1",5,"1"
"877",2,"2","1",5,"2"
"878",3,"3","5",5,"3"
"879",5,"5","5",5,"5"
"880",3,"3","1",5,"3"
"881",4,"4","2",2,"3"
"882",3,"3","1",5,"3"
"883",2,"2","5",5,"2"
"884",4,"4","4",5,"4"
"885",4,"4","5",5,"4"
"886",2,"2","2",2,"2"
"887",5,"5","1",5,"5"
"888",4,"4","3",5,"4"
"889",3,"3","1",3,"3"
"890",2,"2","5",5,"2"
"891",5,"5","5",5,"5"
"892",4,"4","5",5,"4"
"893",1,"1","1",5,"1"
"894",5,"5","2",5,"5"
"895",4,"4","5",5,"4"
"896",1,"1","1",5,"1"
"897",2,"2","1",5,"2"
"898",4,"4","4",5,"4"
"899",3,"3","1",5,"3"
"900",1,"1","1",1,"1"
"901",4,"4","4",5,"4"
"902",2,"2","1",1,"2"
"903",4,"4","2",4,"4"
"904",2,"2","1",5,"2"
"905",4,"4","4",3,"4"
"906",4,"4","5",5,"4"
"907",3,"3","5",5,"3"
"908",4,"4","2",3,"4"
"909",4,"4","1",2,"4"
"910",3,"3","3",5,"3"
"911",4,"4","5",5,"4"
"912",1,"1","1",3,"1"
"913",5,"5","5",5,"5"
"914",5,"5","5",5,"5"
"915",1,"1","5",5,"1"
"916",5,"5","5",5,"5"
"917",1,"1","1",3,"1"
"918",4,"4","1",5,"4"
"919",2,"2","5",5,"2"
"920",3,"3","2",3,"3"
"921",3,"3","5",5,"3"
"922",3,"3","3",5,"3"
"923",1,"1","5",5,"1"
"924",5,"5","5",5,"5"
"925",5,"5","5",5,"5"
"926",1,"1","2",5,"1"
"927",2,"2","1",3,"2"
"928",1,"1","1",3,"1"
"929",4,"4","1",5,"4"
"930",1,"1","1",5,"1"
"931",1,"1","1",5,"1"
"932",1,"1","1",5,"1"
"933",5,"5","4",5,"5"
"934",2,"2","5",5,"2"
"935",1,"1","1",3,"1"
"936",1,"1","1",5,"1"
"937",2,"2","1",2,"2"
"938",5,"5","5",5,"5"
"939",1,"1","1",1,"1"
"940",2,"2","1",5,"2"
"941",4,"4","1",5,"4"
"942",2,"2","4",5,"2"
"943",1,"1","5",5,"1"
"944",4,"4","5",5,"4"
"945",1,"1","2",1,"1"
"946",2,"2","1",5,"2"
"947",4,"4","2",5,"4"
"948",3,"3","4",5,"3"
"949",3,"3","1",5,"3"
"950",2,"2","4",2,"2"
"951",3,"3","5",5,"3"
"952",1,"1","1",5,"1"
"953",3,"3","1",5,"3"
"954",1,"1","1",3,"1"
"955",5,"5","5",5,"5"
"956",4,"4","2",5,"4"
"957",3,"3","5",5,"3"
"958",2,"2","2",3,"2"
"959",5,"5","5",5,"5"
"960",4,"4","5",5,"4"
"961",3,"3","5",5,"3"
"962",2,"2","1",5,"2"
"963",5,"5","5",5,"5"
"964",5,"5","5",5,"5"
"965",5,"5","5",5,"5"
"966",4,"4","1",5,"4"
"967",3,"3","2",5,"3"
"968",3,"3","1",3,"3"
"969",4,"4","5",5,"4"
"970",2,"2","1",5,"2"
"971",4,"4","5",5,"4"
"972",3,"3","5",5,"3"
"973",4,"4","4",3,"4"
"974",1,"1","1",1,"1"
"975",3,"3","1",5,"3"
"976",3,"3","1",3,"3"
"977",5,"5","5",5,"5"
"978",5,"5","5",5,"5"
"979",1,"1","1",3,"1"
"980",5,"5","5",5,"5"
"981",2,"2","1",3,"2"
"982",2,"2","1",3,"2"
"983",5,"5","5",5,"3"
"984",4,"4","1",5,"4"
"985",1,"1","1",5,"1"
"986",1,"1","1",5,"1"
"987",3,"3","5",5,"3"
"988",1,"1","1",3,"1"
"989",1,"1","1",3,"1"
"990",4,"4","1",5,"4"
"991",4,"4","1",4,"4"
"992",2,"2","2",3,"2"
"993",1,"1","1",3,"1"
"994",3,"3","5",5,"3"
"995",4,"4","5",5,"4"
"996",2,"2","2",3,"2"
"997",1,"1","1",5,"1"
"998",1,"1","3",3,"1"
"999",4,"4","3",5,"4"
"1000",1,"1","1",1,"1"
"1001",1,"1","2",3,"1"
"1002",5,"5","5",5,"5"
"1003",2,"2","2",1,"2"
"1004",1,"1","1",3,"1"
"1005",1,"1","1",3,"1"
"1006",4,"4","3",3,"4"
"1007",3,"3","1",5,"3"
"1008",4,"4","2",3,"4"
"1009",3,"3","1",1,"3"
"1010",2,"2","1",3,"2"
"1011",4,"4","1",4,"4"
"1012",4,"4","1",5,"4"
"1013",2,"2","5",5,"2"
"1014",5,"5","5",5,"5"
"1015",3,"3","5",5,"3"
"1016",5,"5","4",1,"5"
"1017",1,"1","1",1,"1"
"1018",3,"3","5",5,"3"
"1019",3,"3","5",5,"3"
"1020",4,"4","1",4,"4"
"1021",1,"1","5",5,"1"
"1022",4,"4","1",5,"4"
"1023",2,"2","1",5,"2"
"1024",3,"3","5",5,"3"
"1025",2,"2","1",5,"2"
"1026",3,"3","5",5,"3"
"1027",4,"4","5",4,"4"
"1028",1,"1","1",5,"1"
"1029",1,"1","1",3,"1"
"1030",1,"1","1",1,"1"
"1031",2,"2","5",5,"2"
"1032",4,"4","5",5,"4"
"1033",3,"3","5",5,"3"
"1034",3,"3","5",5,"3"
"1035",4,"4","5",5,"4"
"1036",5,"5","4",5,"5"
"1037",2,"2","1",5,"2"
"1038",1,"1","3",3,"1"
"1039",1,"1","1",1,"1"
"1040",5,"3","1",5,"4"
"1041",3,"3","2",1,"3"
"1042",1,"1","1",5,"1"
"1043",4,"4","4",4,"4"
"1044",5,"5","5",5,"5"
"1045",5,"5","5",5,"5"
"1046",3,"3","5",5,"3"
"1047",2,"2","5",5,"2"
"1048",4,"4","4",5,"4"
"1049",5,"5","5",5,"5"
"1050",3,"3","1",5,"3"
"1051",5,"5","1",5,"5"
"1052",5,"5","2",5,"4"
"1053",1,"1","1",3,"1"
"1054",5,"5","5",5,"5"
"1055",3,"3","1",5,"3"
"1056",1,"1","1",3,"1"
"1057",5,"5","5",5,"5"
"1058",5,"5","5",5,"5"
"1059",5,"5","5",5,"5"
"1060",4,"4","5",5,"4"
"1061",2,"2","5",5,"2"
"1062",1,"1","1",5,"1"
"1063",1,"1","1",5,"1"
"1064",4,"4","5",5,"4"
"1065",1,"1","1",5,"1"
"1066",4,"4","2",5,"4"
"1067",2,"2","4",3,"2"
"1068",1,"1","1",5,"1"
"1069",4,"4","2",5,"4"
"1070",5,"5","5",5,"5"
"1071",1,"1","4",3,"1"
"1072",3,"3","1",3,"3"
"1073",5,"5","5",5,"5"
"1074",4,"4","5",5,"4"
"1075",2,"2","5",5,"2"
"1076",4,"4","4",5,"4"
"1077",2,"2","1",3,"2"
"1078",2,"2","1",5,"2"
"1079",1,"1","1",1,"1"
"1080",4,"4","4",5,"4"
"1081",2,"2","1",3,"2"
"1082",3,"3","1",5,"3"
"1083",1,"1","1",3,"1"
"1084",4,"4","4",5,"4"
"1085",2,"2","2",2,"2"
"1086",2,"2","3",3,"2"
"1087",1,"1","1",3,"1"
"1088",2,"2","1",5,"2"
"1089",1,"1","2",3,"1"
"1090",5,"5","3",5,"5"
"1091",4,"4","2",1,"4"
"1092",4,"4","1",5,"4"
"1093",5,"5","5",5,"5"
"1094",3,"3","2",3,"3"
"1095",2,"2","1",3,"2"
"1096",1,"1","1",3,"1"
"1097",5,"5","5",5,"5"
"1098",2,"2","5",5,"2"
"1099",4,"4","2",5,"4"
"1100",2,"2","1",5,"2"
"1101",5,"5","5",5,"5"
"1102",2,"2","2",5,"2"
"1103",4,"4","5",5,"4"
"1104",2,"2","5",5,"2"
"1105",1,"1","5",5,"1"
"1106",1,"1","1",1,"1"
"1107",3,"3","5",5,"3"
"1108",4,"4","5",5,"4"
"1109",5,"5","3",4,"5"
"1110",5,"4","4",5,"4"
"1111",5,"5","5",5,"5"
"1112",3,"3","1",5,"3"
"1113",2,"2","5",5,"2"
"1114",5,"5","5",5,"5"
"1115",4,"4","5",5,"4"
"1116",5,"5","5",5,"5"
"1117",5,"4","1",5,"1"
"1118",5,"5","5",5,"5"
"1119",3,"3","5",5,"3"
"1120",5,"5","5",5,"5"
"1121",1,"1","4",3,"1"
"1122",5,"5","5",4,"5"
"1123",1,"1","1",1,"1"
"1124",3,"3","4",5,"3"
"1125",1,"1","1",5,"1"
"1126",2,"2","1",5,"2"
"1127",3,"3","4",5,"3"
"1128",4,"4","1",5,"4"
"1129",2,"2","5",5,"2"
"1130",4,"4","3",5,"4"
"1131",5,"5","1",5,"5"
"1132",5,"5","5",5,"5"
"1133",1,"1","1",5,"1"
"1134",3,"3","1",1,"3"
"1135",3,"3","5",5,"3"
"1136",1,"1","3",1,"1"
"1137",5,"5","5",5,"5"
"1138",1,"1","2",5,"1"
"1139",4,"4","5",5,"4"
"1140",5,"5","5",5,"5"
"1141",2,"2","1",5,"2"
"1142",4,"4","1",5,"4"
"1143",3,"3","5",5,"3"
"1144",3,"3","4",5,"3"
"1145",2,"2","2",2,"2"
"1146",4,"4","5",5,"4"
"1147",5,"5","5",5,"5"
"1148",4,"4","5",5,"4"
"1149",4,"4","1",5,"4"
"1150",3,"3","1",5,"3"
"1151",5,"5","5",5,"5"
"1152",5,"5","5",5,"5"
"1153",3,"3","2",5,"3"
"1154",4,"4","5",5,"4"
"1155",4,"4","2",5,"4"
"1156",1,"1","2",5,"1"
"1157",3,"3","2",1,"3"
"1158",1,"1","1",5,"1"
"1159",4,"4","2",5,"4"
"1160",4,"4","5",5,"4"
"1161",5,"5","5",5,"5"
"1162",1,"1","5",5,"1"
"1163",2,"2","2",5,"2"
"1164",3,"3","4",5,"3"
"1165",3,"3","5",5,"3"
"1166",3,"3","2",3,"3"
"1167",2,"2","1",3,"2"
"1168",2,"2","1",5,"2"
"1169",5,"5","4",5,"5"
"1170",2,"2","1",5,"2"
"1171",2,"2","1",5,"2"
"1172",2,"2","2",3,"2"
"1173",4,"4","5",5,"4"
"1174",4,"4","2",2,"4"
"1175",5,"5","5",5,"5"
"1176",1,"1","5",5,"1"
"1177",1,"1","5",5,"1"
"1178",5,"5","5",5,"5"
"1179",4,"4","1",1,"4"
"1180",5,"5","5",5,"5"
"1181",4,"4","2",4,"4"
"1182",2,"2","2",1,"2"
"1183",5,"5","5",5,"5"
"1184",4,"4","2",2,"4"
"1185",1,"1","1",5,"1"
"1186",4,"4","4",5,"4"
"1187",3,"3","5",5,"3"
"1188",2,"2","1",3,"2"
"1189",3,"3","5",5,"3"
"1190",1,"1","1",3,"1"
"1191",2,"2","1",1,"2"
"1192",3,"3","1",1,"3"
"1193",4,"4","5",5,"4"
"1194",2,"2","2",5,"2"
"1195",1,"1","2",1,"1"
"1196",4,"4","1",4,"4"
"1197",4,"4","1",3,"4"
"1198",1,"1","2",3,"1"
"1199",5,"5","5",5,"5"
"1200",2,"2","2",3,"2"
"1201",5,"5","5",5,"5"
"1202",4,"4","4",5,"4"
"1203",5,"5","5",5,"5"
"1204",3,"3","4",5,"3"
"1205",5,"3","1",3,"3"
"1206",1,"1","1",3,"1"
"1207",2,"2","1",3,"2"
"1208",2,"2","1",3,"2"
"1209",4,"4","5",5,"4"
"1210",4,"4","4",4,"4"
"1211",3,"3","5",5,"3"
"1212",4,"4","5",5,"4"
"1213",3,"3","5",5,"3"
"1214",5,"5","5",5,"5"
"1215",2,"2","5",5,"2"
"1216",1,"1","2",5,"1"
"1217",4,"4","5",5,"4"
"1218",5,"5","5",5,"5"
"1219",2,"2","1",3,"2"
"1220",2,"2","2",2,"2"
"1221",2,"2","1",5,"2"
"1222",4,"4","5",5,"4"
"1223",5,"5","5",5,"5"
"1224",3,"3","4",5,"3"
"1225",5,"5","5",5,"5"
"1226",3,"3","2",5,"3"
"1227",3,"3","1",5,"3"
"1228",3,"3","1",5,"3"
"1229",4,"4","5",5,"4"
"1230",4,"4","5",5,"4"
"1231",4,"4","5",5,"4"
"1232",1,"1","1",1,"1"
"1233",4,"4","4",5,"4"
"1234",5,"5","5",5,"5"
"1235",2,"2","5",5,"2"
"1236",5,"5","5",5,"5"
"1237",1,"1","1",1,"1"
"1238",3,"3","1",5,"3"
"1239",2,"2","1",3,"2"
"1240",3,"3","5",5,"3"
"1241",3,"3","2",1,"3"
"1242",2,"2","2",1,"2"
"1243",1,"1","4",5,"1"
"1244",3,"3","5",5,"3"
"1245",2,"2","2",5,"2"
"1246",5,"5","5",5,"5"
"1247",4,"4","3",4,"4"
"1248",3,"3","5",5,"3"
"1249",1,"1","1",3,"1"
"1250",3,"3","2",2,"3"
"1251",1,"1","2",1,"1"
"1252",4,"4","4",5,"4"
"1253",3,"3","2",5,"3"
"1254",5,"5","5",5,"5"
"1255",1,"1","1",3,"1"
"1256",4,"4","5",5,"4"
"1257",3,"3","5",5,"3"
"1258",1,"1","5",5,"1"
"1259",4,"4","5",2,"4"
"1260",3,"3","1",5,"3"
"1261",1,"1","5",5,"1"
"1262",5,"5","1",5,"3"
"1263",3,"3","5",5,"3"
"1264",1,"1","1",5,"1"
"1265",1,"1","1",3,"1"
"1266",4,"4","1",5,"4"
"1267",1,"1","1",1,"1"
"1268",2,"2","1",5,"2"
"1269",4,"4","1",5,"4"
"1270",1,"1","1",1,"1"
"1271",5,"4","5",5,"4"
"1272",5,"5","5",5,"5"
"1273",5,"5","5",5,"5"
"1274",5,"5","5",5,"5"
"1275",2,"2","1",5,"2"
"1276",2,"2","4",5,"2"
"1277",5,"5","5",5,"5"
"1278",5,"5","5",5,"5"
"1279",4,"4","4",5,"4"
"1280",4,"4","2",1,"4"
"1281",4,"4","3",5,"4"
"1282",2,"2","1",2,"2"
"1283",2,"2","1",3,"2"
"1284",3,"3","5",5,"3"
"1285",1,"1","1",3,"1"
"1286",1,"1","1",1,"1"
"1287",3,"3","5",5,"3"
"1288",3,"3","1",1,"3"
"1289",1,"1","1",5,"1"
"1290",3,"3","5",5,"3"
"1291",5,"5","5",5,"5"
"1292",1,"1","1",5,"1"
"1293",5,"5","5",5,"5"
"1294",2,"2","1",5,"2"
"1295",3,"3","1",1,"3"
"1296",4,"4","2",3,"4"
"1297",5,"5","5",5,"5"
"1298",5,"5","5",5,"1"
"1299",2,"2","5",5,"2"
"1300",3,"3","5",5,"3"
"1301",3,"3","1",1,"3"
"1302",5,"5","5",5,"5"
"1303",3,"3","5",5,"3"
"1304",3,"3","3",3,"3"
"1305",4,"4","4",5,"4"
"1306",3,"3","4",5,"3"
"1307",1,"1","1",1,"1"
"1308",1,"1","1",3,"1"
"1309",2,"2","1",5,"2"
"1310",2,"2","1",5,"2"
"1311",2,"2","1",5,"2"
"1312",2,"2","2",1,"2"
"1313",2,"2","1",2,"2"
"1314",4,"4","5",5,"4"
"1315",2,"2","1",3,"2"
"1316",2,"2","2",1,"2"
"1317",5,"5","5",5,"5"
"1318",3,"3","1",5,"3"
"1319",2,"2","5",5,"2"
"1320",2,"2","1",5,"2"
"1321",1,"1","3",1,"1"
"1322",5,"5","1",4,"5"
"1323",4,"4","2",5,"4"
"1324",5,"5","1",3,"5"
"1325",5,"5","2",3,"5"
"1326",5,"5","5",5,"5"
"1327",1,"1","1",3,"1"
"1328",3,"3","5",5,"3"
"1329",2,"2","1",5,"2"
"1330",2,"2","4",5,"2"
"1331",1,"1","1",5,"1"
"1332",3,"3","5",5,"3"
"1333",2,"2","1",5,"2"
"1334",4,"4","1",1,"4"
"1335",3,"3","5",5,"3"
"1336",2,"2","1",3,"2"
"1337",4,"4","1",5,"4"
"1338",2,"2","1",3,"2"
"1339",5,"3","1",3,"1"
"1340",2,"2","5",5,"2"
"1341",3,"3","5",5,"3"
"1342",2,"2","1",3,"2"
"1343",3,"3","1",5,"3"
"1344",3,"3","5",5,"3"
"1345",1,"1","1",1,"1"
"1346",4,"4","4",5,"4"
"1347",1,"1","1",1,"1"
"1348",3,"3","1",5,"3"
"1349",3,"3","3",5,"3"
"1350",1,"1","3",5,"1"
"1351",1,"1","4",5,"1"
"1352",1,"1","4",3,"1"
"1353",1,"1","5",5,"1"
"1354",5,"5","5",5,"3"
"1355",2,"2","5",5,"2"
"1356",3,"3","5",5,"3"
"1357",1,"1","1",3,"1"
"1358",2,"2","1",3,"2"
"1359",1,"1","1",3,"1"
"1360",3,"3","1",5,"3"
"1361",1,"1","1",5,"1"
"1362",3,"3","1",2,"3"
"1363",3,"3","2",1,"3"
"1364",1,"1","1",5,"1"
"1365",2,"2","5",5,"2"
"1366",2,"2","5",5,"2"
"1367",4,"4","1",5,"4"
"1368",5,"4","1",1,"2"
"1369",3,"3","5",5,"3"
"1370",1,"1","1",3,"1"
"1371",4,"4","4",2,"4"
"1372",3,"3","5",5,"3"
"1373",2,"2","4",3,"2"
"1374",4,"4","1",5,"4"
"1375",3,"3","4",5,"3"
"1376",4,"4","5",5,"4"
"1377",3,"3","4",5,"3"
"1378",3,"3","2",3,"3"
"1379",2,"2","2",5,"2"
"1380",3,"3","1",5,"3"
"1381",2,"2","1",5,"2"
"1382",2,"2","5",5,"2"
"1383",5,"5","1",4,"5"
"1384",4,"4","5",5,"4"
"1385",5,"5","5",5,"5"
"1386",5,"5","5",5,"5"
"1387",1,"1","1",5,"1"
"1388",5,"5","5",5,"5"
"1389",4,"4","1",5,"4"
"1390",2,"2","5",5,"2"
"1391",2,"2","5",5,"2"
"1392",3,"3","1",5,"3"
"1393",4,"4","4",3,"4"
"1394",2,"2","1",3,"2"
"1395",3,"3","5",5,"3"
"1396",2,"2","4",5,"2"
"1397",3,"3","1",3,"3"
"1398",5,"5","2",5,"5"
"1399",2,"2","5",5,"2"
"1400",2,"2","1",5,"2"
"1401",4,"4","1",5,"4"
"1402",5,"5","5",5,"5"
"1403",2,"2","1",5,"2"
"1404",2,"2","5",5,"2"
"1405",1,"1","1",1,"1"
"1406",1,"1","1",3,"1"
"1407",4,"4","2",4,"4"
"1408",1,"1","5",5,"1"
"1409",4,"4","5",5,"4"
"1410",4,"4","5",5,"4"
"1411",1,"1","4",3,"1"
"1412",2,"2","2",1,"2"
"1413",1,"1","1",3,"1"
"1414",2,"2","1",2,"2"
"1415",3,"3","1",3,"3"
"1416",5,"5","4",3,"5"
"1417",5,"5","5",5,"5"
"1418",5,"5","5",5,"5"
"1419",5,"5","5",5,"5"
"1420",2,"2","1",3,"2"
"1421",3,"3","4",5,"3"
"1422",2,"2","1",5,"2"
"1423",5,"5","5",5,"5"
"1424",4,"4","4",5,"4"
"1425",4,"4","5",5,"4"
"1426",4,"4","5",5,"4"
"1427",5,"5","1",5,"5"
"1428",3,"3","1",5,"3"
"1429",1,"1","1",3,"1"
"1430",1,"1","4",5,"1"
"1431",2,"2","1",5,"2"
"1432",2,"2","2",5,"2"
"1433",2,"2","2",5,"2"
"1434",1,"1","1",3,"1"
"1435",1,"1","1",1,"1"
"1436",1,"1","1",3,"1"
"1437",4,"4","2",2,"4"
"1438",3,"3","5",5,"3"
"1439",1,"1","1",5,"1"
"1440",2,"2","2",3,"2"
"1441",2,"2","4",3,"2"
"1442",4,"4","5",5,"4"
"1443",2,"2","5",5,"2"
"1444",3,"3","5",5,"3"
"1445",1,"1","1",1,"1"
"1446",5,"5","4",5,"5"
"1447",5,"5","5",5,"5"
"1448",3,"3","5",5,"3"
"1449",5,"5","4",5,"5"
"1450",4,"4","4",3,"4"
"1451",3,"3","5",5,"3"
"1452",4,"4","5",5,"4"
"1453",1,"1","1",5,"1"
"1454",3,"3","5",5,"3"
"1455",3,"3","1",5,"3"
"1456",1,"1","5",5,"1"
"1457",3,"3","1",1,"3"
"1458",3,"3","2",5,"3"
"1459",1,"1","1",1,"1"
"1460",3,"3","5",5,"3"
"1461",5,"5","5",5,"5"
"1462",3,"3","1",5,"3"
"1463",2,"2","5",5,"2"
"1464",5,"5","5",5,"5"
"1465",3,"3","1",5,"3"
"1466",1,"1","1",3,"1"
"1467",1,"1","1",5,"1"
"1468",2,"2","1",5,"2"
"1469",3,"3","2",3,"3"
"1470",2,"2","2",1,"2"
"1471",5,"5","2",1,"5"
"1472",3,"3","5",5,"3"
"1473",3,"3","5",5,"3"
"1474",3,"3","1",5,"3"
"1475",5,"5","5",5,"5"
"1476",3,"3","5",5,"3"
"1477",2,"2","5",5,"2"
"1478",1,"1","1",5,"1"
"1479",2,"2","1",1,"2"
"1480",2,"2","2",1,"2"
"1481",4,"4","5",5,"4"
"1482",4,"4","1",4,"4"
"1483",2,"2","1",3,"2"
"1484",3,"3","2",5,"3"
"1485",2,"2","1",1,"2"
"1486",5,"5","5",5,"5"
"1487",5,"5","5",5,"5"
"1488",4,"4","1",4,"4"
"1489",2,"2","5",5,"2"
"1490",1,"1","1",5,"1"
"1491",5,"5","2",5,"3"
"1492",5,"5","5",5,"5"
"1493",5,"5","5",5,"5"
"1494",5,"4","3",5,"5"
"1495",5,"5","5",5,"5"
"1496",3,"3","5",5,"3"
"1497",1,"1","1",5,"1"
"1498",4,"4","4",5,"4"
"1499",1,"1","1",3,"1"
"1500",1,"1","3",3,"1"
"1501",5,"5","5",5,"5"
"1502",3,"3","5",5,"3"
"1503",4,"4","5",5,"4"
"1504",3,"3","1",5,"3"
"1505",3,"3","1",5,"3"
"1506",3,"3","5",5,"3"
"1507",3,"3","5",5,"3"
"1508",5,"5","1",5,"5"
"1509",3,"3","5",5,"3"
"1510",4,"4","2",3,"4"
"1511",5,"5","5",5,"5"
"1512",3,"3","1",5,"3"
"1513",2,"2","5",5,"2"
"1514",5,"5","5",5,"5"
"1515",1,"1","1",1,"1"
"1516",4,"4","1",5,"4"
"1517",2,"2","1",5,"2"
"1518",1,"1","4",5,"1"
"1519",4,"4","5",5,"4"
"1520",3,"3","1",5,"3"
"1521",3,"3","5",5,"3"
"1522",3,"3","1",5,"3"
"1523",1,"1","5",5,"1"
"1524",4,"4","1",5,"4"
"1525",1,"1","2",1,"1"
"1526",3,"3","5",5,"3"
"1527",2,"2","2",1,"2"
"1528",4,"4","2",2,"4"
"1529",1,"1","1",1,"1"
"1530",3,"3","4",5,"3"
"1531",4,"4","1",5,"4"
"1532",5,"5","5",5,"5"
"1533",2,"2","1",5,"2"
"1534",1,"1","1",3,"1"
"1535",3,"3","1",5,"3"
"1536",4,"4","2",5,"4"
"1537",4,"4","5",5,"4"
"1538",2,"2","5",5,"2"
"1539",1,"1","1",5,"1"
"1540",2,"2","2",3,"2"
"1541",5,"5","3",5,"5"
"1542",4,"4","5",5,"4"
"1543",5,"2","1",5,"2"
"1544",4,"4","5",1,"4"
"1545",1,"1","1",1,"1"
"1546",5,"5","5",5,"5"
"1547",3,"3","5",5,"3"
"1548",2,"2","5",5,"2"
"1549",2,"2","2",2,"2"
"1550",3,"3","2",3,"3"
"1551",5,"5","5",5,"5"
"1552",1,"1","5",5,"1"
"1553",1,"1","1",3,"1"
"1554",1,"1","1",5,"1"
"1555",4,"3","3",1,"3"
"1556",3,"3","2",5,"3"
"1557",4,"4","5",5,"4"
"1558",4,"4","2",3,"4"
"1559",1,"1","5",5,"1"
"1560",5,"5","5",5,"5"
"1561",3,"3","3",3,"3"
"1562",5,"5","5",5,"5"
"1563",4,"4","5",5,"4"
"1564",5,"5","5",5,"5"
"1565",4,"4","1",5,"4"
"1566",2,"2","4",5,"2"
"1567",4,"4","2",3,"4"
"1568",1,"1","1",3,"1"
"1569",4,"4","1",5,"4"
"1570",2,"2","1",3,"2"
"1571",3,"3","1",5,"3"
"1572",1,"1","5",5,"1"
"1573",4,"4","1",4,"4"
"1574",1,"1","4",1,"1"
"1575",4,"4","5",5,"4"
"1576",4,"4","2",5,"4"
"1577",1,"1","1",5,"1"
"1578",2,"2","5",5,"2"
"1579",4,"4","5",5,"4"
"1580",4,"4","4",5,"4"
"1581",1,"1","1",5,"1"
"1582",4,"4","1",5,"4"
"1583",3,"3","5",5,"3"
"1584",4,"4","1",3,"4"
"1585",1,"1","3",3,"1"
"1586",3,"3","1",5,"3"
"1587",1,"1","2",1,"1"
"1588",3,"3","5",5,"3"
"1589",5,"4","1",5,"2"
"1590",2,"2","3",3,"2"
"1591",5,"5","5",5,"5"
"1592",4,"4","1",1,"4"
"1593",2,"2","5",5,"2"
"1594",2,"2","2",3,"2"
"1595",2,"2","1",1,"2"
"1596",4,"4","2",2,"4"
"1597",2,"2","1",1,"2"
"1598",4,"4","1",5,"4"
"1599",1,"1","5",5,"1"
"1600",2,"2","3",5,"2"
"1601",1,"1","2",3,"1"
"1602",4,"4","1",5,"4"
"1603",5,"5","5",5,"5"
"1604",3,"3","1",3,"3"
"1605",4,"4","2",4,"4"
"1606",1,"1","1",5,"1"
"1607",2,"2","1",1,"2"
"1608",1,"1","5",5,"1"
"1609",5,"1","1",3,"1"
"1610",5,"5","1",5,"5"
"1611",4,"4","5",5,"4"
"1612",1,"1","1",1,"1"
"1613",5,"3","5",5,"4"
"1614",1,"1","1",3,"1"
"1615",2,"2","5",5,"2"
"1616",5,"5","5",5,"5"
"1617",2,"2","5",5,"2"
"1618",4,"4","5",5,"4"
"1619",2,"2","2",2,"2"
"1620",2,"2","2",5,"2"
"1621",4,"4","5",5,"4"
"1622",5,"5","5",5,"5"
"1623",4,"4","2",4,"4"
"1624",5,"5","5",5,"5"
"1625",1,"1","1",3,"1"
"1626",5,"5","4",5,"5"
"1627",4,"4","5",5,"4"
"1628",3,"3","1",5,"3"
"1629",2,"2","3",3,"2"
"1630",3,"3","5",5,"3"
"1631",1,"1","1",5,"1"
"1632",4,"4","4",5,"4"
"1633",2,"2","4",5,"2"
"1634",2,"2","1",3,"2"
"1635",1,"1","1",1,"1"
"1636",4,"4","5",5,"4"
"1637",3,"3","1",3,"3"
"1638",5,"5","5",5,"5"
"1639",1,"1","5",5,"1"
"1640",1,"1","1",3,"1"
"1641",4,"4","3",4,"4"
"1642",1,"1","1",5,"1"
"1643",3,"3","1",5,"3"
"1644",1,"1","5",5,"1"
"1645",1,"1","1",1,"1"
"1646",1,"1","5",5,"1"
"1647",2,"2","2",3,"2"
"1648",3,"3","5",5,"3"
"1649",4,"4","5",5,"4"
"1650",2,"2","5",5,"2"
"1651",3,"3","5",5,"3"
"1652",4,"4","2",1,"4"
"1653",1,"1","1",1,"1"
"1654",2,"2","5",5,"2"
"1655",5,"5","5",5,"5"
"1656",4,"4","5",5,"4"
"1657",4,"4","5",5,"4"
"1658",2,"2","1",5,"2"
"1659",5,"5","5",5,"5"
"1660",1,"1","1",5,"1"
"1661",4,"4","5",5,"4"
"1662",1,"1","1",1,"1"
"1663",4,"4","5",5,"4"
"1664",5,"5","5",5,"4"
"1665",4,"4","2",4,"4"
"1666",4,"4","1",5,"4"
"1667",5,"5","5",4,"5"
"1668",4,"4","5",5,"4"
"1669",5,"5","5",5,"5"
"1670",4,"4","5",5,"4"
"1671",1,"1","1",3,"1"
"1672",4,"4","4",5,"4"
"1673",2,"2","2",5,"2"
"1674",1,"1","1",3,"1"
"1675",4,"4","5",5,"4"
"1676",2,"2","5",5,"2"
"1677",3,"3","2",5,"3"
"1678",5,"5","5",5,"5"
"1679",3,"3","5",5,"3"
"1680",3,"3","5",5,"3"
"1681",3,"3","5",5,"3"
"1682",4,"4","4",5,"4"
"1683",5,"5","5",5,"5"
"1684",4,"4","4",5,"4"
"1685",4,"4","1",5,"4"
"1686",4,"4","2",1,"4"
"1687",4,"4","2",1,"4"
"1688",3,"3","1",5,"3"
"1689",5,"5","5",5,"5"
"1690",3,"3","2",5,"3"
"1691",1,"1","1",5,"1"
"1692",1,"1","1",3,"1"
"1693",4,"4","4",5,"4"
"1694",1,"1","1",5,"1"
"1695",4,"4","5",5,"4"
"1696",5,"5","4",1,"5"
"1697",2,"2","2",2,"2"
"1698",4,"4","1",4,"4"
"1699",2,"2","1",3,"2"
"1700",2,"2","5",5,"2"
