,test_data.respon,predRF,predC50,predSVM,predNB
4375,5,5,5,5,5
4376,5,5,5,5,2
4377,5,5,5,5,5
4378,5,5,5,5,5
4379,5,5,5,5,5
4380,5,5,5,5,3
4381,5,5,5,5,5
4382,5,4,5,5,1
4383,1,1,2,5,2
4384,5,5,5,5,5
4385,5,5,5,5,2
4386,5,5,5,5,5
4387,1,5,5,3,1
4388,5,5,5,5,5
4389,5,5,5,5,5
4390,3,5,1,5,5
4391,5,5,5,5,5
4392,5,5,5,5,5
4393,5,5,5,5,5
4394,5,5,5,5,5
4395,5,5,5,5,5
4396,5,5,5,5,5
4397,3,3,3,3,1
4398,5,5,5,5,5
4399,4,4,4,5,4
4400,5,5,5,5,5
4401,5,5,5,5,1
4402,3,5,5,3,1
4403,3,3,3,5,5
4404,5,5,5,5,5
4405,5,5,5,5,5
4406,5,5,1,3,1
4407,5,5,5,5,4
4408,5,5,5,5,5
4409,5,5,5,5,5
4410,3,3,3,5,2
4411,5,5,5,5,5
4412,5,5,5,5,5
4413,5,5,5,5,5
4414,5,5,5,1,5
4415,5,5,5,5,5
4416,5,5,5,5,5
4417,5,5,5,5,5
4418,5,5,5,5,5
4419,5,5,5,5,1
4420,4,4,4,5,3
4421,3,3,3,5,5
4422,5,5,5,5,5
4423,5,5,5,5,5
4424,5,5,5,5,5
4425,5,5,5,5,5
4426,5,5,5,5,5
4427,4,4,4,5,5
4428,5,5,5,5,5
4429,5,3,3,3,1
4430,5,5,5,5,4
4431,5,5,5,5,5
4432,5,5,5,5,5
4433,5,5,5,5,5
4434,5,5,5,5,5
4435,4,4,5,5,5
4436,3,3,5,5,2
4437,5,5,5,1,1
4438,5,5,5,5,5
4439,3,3,3,5,5
4440,3,3,3,5,5
4441,5,4,4,1,1
4442,3,5,5,5,2
4443,5,5,5,5,5
4444,5,5,5,5,5
4445,4,5,5,5,1
4446,5,5,5,5,5
4447,5,5,3,5,5
4448,5,5,5,5,5
4449,2,5,5,1,1
4450,4,4,4,3,2
4451,5,5,5,5,5
4452,5,5,5,5,5
4453,5,5,5,5,4
4454,5,5,5,5,5
4455,5,5,5,5,5
4456,3,3,5,5,3
4457,4,5,5,5,2
4458,4,4,4,1,3
4459,5,5,5,1,1
4460,5,5,5,5,5
4461,3,5,5,5,5
4462,4,4,4,5,5
4463,5,5,5,5,4
4464,5,5,5,5,5
4465,2,2,2,5,1
4466,5,5,5,5,5
4467,5,5,5,5,5
4468,5,5,5,5,5
4469,4,3,5,1,1
4470,5,5,5,1,5
4471,5,5,5,5,5
4472,5,5,1,5,5
4473,3,5,3,1,1
4474,4,4,4,5,4
4475,5,5,5,5,5
4476,5,5,5,5,5
4477,4,4,4,5,5
4478,5,5,5,5,2
4479,5,5,2,5,1
4480,5,5,5,5,5
4481,2,5,5,5,5
4482,5,5,5,5,5
4483,4,5,3,5,1
4484,5,5,5,5,5
4485,2,4,4,5,1
4486,5,5,5,5,4
4487,5,5,5,5,1
4488,2,2,2,5,2
4489,5,5,5,5,5
4490,5,5,5,5,5
4491,5,5,5,5,5
4492,4,4,4,5,5
4493,1,1,3,3,1
4494,5,5,5,5,5
4495,3,3,3,5,3
4496,5,5,5,5,5
4497,5,5,4,5,3
4498,5,5,5,5,5
4499,5,5,5,5,5
4500,5,5,5,5,5
4501,2,2,2,5,2
4502,5,5,5,4,5
4503,5,5,5,5,5
4504,4,4,4,5,2
4505,4,4,4,5,5
4506,5,5,5,5,5
4507,5,2,2,5,1
4508,5,5,5,5,5
4509,5,5,5,5,5
4510,2,3,4,3,1
4511,5,5,5,5,4
4512,5,5,5,5,5
4513,5,5,5,5,5
4514,2,4,5,3,1
4515,5,5,5,5,5
4516,5,5,5,5,5
4517,1,1,3,1,1
4518,5,5,5,5,5
4519,5,5,5,5,5
4520,3,3,5,5,2
4521,3,3,5,5,2
4522,5,5,5,5,5
4523,5,5,5,5,5
4524,5,5,5,5,5
4525,5,5,5,5,5
4526,5,5,5,5,5
4527,5,5,1,1,1
4528,5,5,5,5,5
4529,5,5,5,5,5
4530,5,5,5,5,5
4531,5,5,5,5,5
4532,5,5,5,5,5
4533,4,3,5,5,5
4534,5,5,5,5,5
4535,5,5,5,5,5
4536,5,5,5,1,5
4537,5,5,5,5,5
4538,4,2,2,5,2
4539,5,5,5,5,4
4540,5,5,5,5,2
4541,5,5,3,1,1
4542,5,5,5,5,5
4543,5,5,5,5,5
4544,5,5,5,5,5
4545,4,4,5,5,2
4546,5,5,5,5,1
4547,5,5,5,5,5
4548,5,5,5,5,5
4549,5,5,5,5,5
4550,5,5,5,5,5
4551,3,5,5,5,5
4552,5,5,5,5,5
4553,5,5,5,5,5
4554,5,5,5,4,3
4555,5,5,5,5,5
4556,5,5,5,5,5
4557,3,4,4,3,2
4558,2,5,3,3,1
4559,3,3,3,5,5
4560,3,3,4,5,2
4561,3,3,4,5,5
4562,4,4,3,5,2
4563,5,5,5,5,5
4564,4,2,5,5,5
4565,5,5,5,5,4
4566,5,5,5,5,5
4567,5,5,5,5,4
4568,5,5,4,1,2
4569,5,5,5,5,5
4570,4,4,4,5,1
4571,5,5,5,5,5
4572,3,5,5,5,1
4573,1,1,1,5,3
4574,5,5,5,5,5
4575,5,5,5,5,5
4576,5,5,5,5,5
4577,3,5,5,5,3
4578,5,5,5,5,5
4579,5,5,5,5,5
4580,5,5,5,5,5
4581,5,5,5,1,1
4582,5,5,5,4,3
4583,5,2,5,1,1
4584,5,5,5,5,5
4585,4,4,4,5,5
4586,5,5,5,5,5
4587,1,1,3,1,1
4588,5,5,5,5,5
4589,5,5,5,5,5
4590,5,5,5,5,5
4591,3,4,3,3,1
4592,5,5,5,5,5
4593,5,5,5,5,1
4594,3,5,5,5,1
4595,5,5,5,5,1
4596,5,5,5,5,5
4597,5,3,3,3,1
4598,5,5,5,5,5
4599,5,5,5,5,5
4600,5,5,5,5,1
4601,5,5,5,5,5
4602,5,5,5,5,5
4603,5,5,5,5,5
4604,5,5,5,5,5
4605,3,3,5,5,2
4606,5,5,5,5,5
4607,5,5,5,5,5
4608,5,5,5,5,5
4609,5,5,5,5,5
4610,2,2,4,5,2
4611,5,5,5,5,5
4612,5,5,5,5,5
4613,5,5,5,5,5
4614,4,4,4,5,5
4615,5,5,5,5,5
4616,2,5,5,5,1
4617,3,5,1,5,1
4618,5,5,5,5,5
4619,5,5,5,5,5
4620,4,5,5,5,1
4621,5,5,5,5,5
4622,5,5,5,5,1
4623,5,5,5,5,5
4624,5,5,5,5,1
4625,5,5,5,5,5
4626,5,5,5,1,5
4627,5,5,5,5,5
4628,5,5,5,1,1
4629,5,5,5,5,5
4630,5,5,5,5,4
4631,5,5,5,5,5
4632,3,3,3,5,5
4633,4,4,4,5,5
4634,5,5,5,5,5
4635,5,5,5,5,5
4636,5,5,5,5,5
4637,5,5,5,5,5
4638,3,5,4,1,1
4639,5,5,5,5,5
4640,5,5,5,5,5
4641,4,1,1,1,1
4642,5,5,5,5,3
4643,5,5,5,5,5
4644,3,4,5,5,1
4645,5,5,5,5,5
4646,2,4,3,3,2
4647,5,5,5,5,5
4648,4,4,4,5,2
4649,3,3,3,5,5
4650,5,5,5,4,1
4651,5,5,5,5,5
4652,2,2,2,3,1
4653,5,5,5,5,4
4654,5,5,5,5,5
4655,4,4,4,5,5
4656,3,5,5,5,5
4657,5,5,5,5,5
4658,4,5,5,5,1
4659,5,3,3,5,1
4660,4,4,3,5,4
4661,5,5,5,5,5
4662,3,5,5,5,1
4663,5,5,5,5,5
4664,5,5,5,5,1
4665,5,5,5,5,5
4666,5,5,5,5,5
4667,5,5,5,5,5
4668,5,5,5,5,5
4669,5,5,5,5,5
4670,4,4,4,5,5
4671,5,5,3,1,1
4672,5,5,5,5,2
4673,2,1,3,1,1
4674,2,2,2,5,4
4675,5,5,5,5,5
4676,4,4,4,5,5
4677,5,5,5,5,5
4678,5,3,1,3,1
4679,3,5,4,3,1
4680,5,5,5,5,2
4681,5,5,5,5,1
4682,5,5,5,5,3
4683,5,5,5,5,5
4684,5,5,5,5,5
4685,5,5,5,1,5
4686,5,5,5,5,5
4687,2,3,1,1,1
4688,5,5,3,1,1
4689,5,5,5,5,5
4690,5,5,5,5,5
4691,1,4,3,3,1
4692,5,5,5,5,5
4693,5,5,5,5,5
4694,5,5,5,5,5
4695,4,4,4,3,2
4696,5,5,5,5,5
4697,5,5,5,5,4
4698,5,5,5,5,5
4699,3,5,5,5,1
4700,5,5,5,5,5
4701,1,1,1,1,1
4702,4,4,4,5,5
4703,5,5,1,5,5
4704,1,1,3,1,1
4705,5,5,5,5,2
4706,5,5,5,5,4
4707,4,4,4,5,4
4708,5,5,5,5,3
4709,5,5,5,5,5
4710,3,3,3,5,5
4711,5,5,3,5,1
4712,5,5,5,5,5
4713,1,5,5,5,5
4714,3,5,5,3,1
4715,5,5,5,5,1
4716,5,5,5,5,5
4717,4,4,4,5,4
4718,5,5,5,5,5
4719,5,5,5,5,5
4720,4,4,4,5,2
4721,5,5,5,5,5
4722,5,5,5,5,5
4723,5,5,5,5,5
4724,5,5,5,5,4
4725,5,5,5,3,5
4726,5,5,5,5,5
4727,5,5,5,5,5
4728,5,5,1,1,1
4729,5,5,5,1,5
4730,4,4,5,5,2
4731,5,5,5,5,5
4732,5,5,5,5,5
4733,5,5,5,5,5
4734,5,5,5,5,5
4735,3,3,3,5,3
4736,5,5,5,5,5
4737,5,5,5,5,5
4738,4,4,5,5,2
4739,3,3,3,5,2
4740,5,5,5,5,5
4741,5,5,5,5,5
4742,5,5,5,1,1
4743,3,3,3,5,2
4744,4,2,5,5,2
4745,5,5,5,5,5
4746,5,5,5,5,5
4747,5,5,5,5,5
4748,5,5,5,5,5
4749,5,5,5,4,3
4750,4,4,4,5,2
4751,4,4,4,5,1
4752,4,4,3,4,2
4753,2,2,3,3,1
4754,3,5,3,5,5
4755,5,5,5,5,5
4756,5,5,3,5,5
4757,5,5,5,5,5
4758,5,5,5,5,5
4759,2,5,1,1,1
4760,4,4,4,5,5
4761,5,5,5,5,5
4762,4,4,4,5,5
4763,5,5,5,5,5
4764,4,4,4,5,5
4765,5,5,5,5,4
4766,5,5,5,5,5
4767,5,5,5,5,5
4768,3,3,3,5,2
4769,5,5,5,5,5
4770,5,5,5,5,5
4771,5,5,5,5,5
4772,5,5,5,5,5
4773,2,5,5,5,3
4774,5,5,5,5,2
4775,4,4,5,5,2
4776,5,5,5,5,1
4777,5,5,1,5,1
4778,5,5,5,4,5
4779,3,5,5,5,5
4780,5,5,5,5,5
4781,5,5,5,5,5
4782,5,5,5,5,5
4783,4,4,4,5,5
4784,5,5,5,5,5
4785,5,5,5,5,5
4786,5,5,5,3,2
4787,5,5,5,5,5
4788,5,5,5,5,5
4789,4,4,4,5,2
4790,5,5,5,1,5
4791,5,5,5,5,5
4792,5,5,5,5,5
4793,3,3,4,5,1
4794,3,3,3,5,5
4795,5,5,5,5,1
4796,5,5,5,5,5
4797,5,5,5,5,5
4798,5,5,5,5,5
4799,5,5,5,5,5
4800,5,5,5,5,5
4801,5,5,5,5,1
4802,5,5,5,5,5
4803,5,5,5,5,3
4804,5,5,5,1,3
4805,5,5,5,5,4
4806,5,5,5,5,5
4807,5,5,5,5,5
4808,5,5,5,5,4
4809,4,4,5,5,1
4810,5,5,3,5,5
4811,5,5,5,5,5
4812,5,5,5,5,5
4813,5,5,5,5,5
4814,5,5,5,4,3
4815,5,5,5,5,5
4816,1,5,5,3,2
4817,5,5,5,5,5
4818,5,5,5,5,5
4819,3,5,5,5,5
4820,5,5,5,5,5
4821,1,3,4,5,1
4822,5,5,5,5,5
4823,5,5,5,5,5
4824,5,5,5,5,5
4825,4,4,4,5,5
4826,4,4,4,1,1
4827,5,5,5,5,5
4828,5,5,5,5,5
4829,4,5,5,5,2
4830,4,4,4,5,1
4831,5,5,5,5,4
4832,4,4,4,5,2
4833,5,5,3,5,2
4834,5,5,5,5,5
4835,5,5,5,5,5
4836,2,4,3,5,5
4837,5,5,5,5,5
4838,5,5,5,5,5
4839,5,5,5,5,5
4840,5,5,5,4,3
4841,3,3,5,5,2
4842,3,3,3,5,5
4843,5,5,5,5,4
4844,4,3,3,1,1
4845,5,5,5,5,5
4846,5,5,5,5,5
4847,3,5,5,5,1
4848,5,5,5,4,5
4849,5,5,5,5,5
4850,2,5,5,5,1
4851,5,5,5,5,5
4852,5,5,3,5,5
4853,5,5,5,5,5
4854,4,4,4,5,5
4855,5,5,5,5,5
4856,4,4,4,5,5
4857,5,5,5,5,5
4858,5,5,5,5,3
4859,2,2,2,1,1
4860,3,3,3,5,5
4861,5,5,5,5,5
4862,4,4,1,3,1
4863,4,5,5,5,5
4864,5,5,5,1,5
4865,5,5,5,5,5
4866,5,5,3,5,1
4867,5,5,5,5,1
4868,3,5,5,3,2
4869,5,5,5,5,5
4870,5,5,5,5,5
4871,5,5,5,5,5
4872,4,1,3,1,1
4873,4,4,4,5,4
4874,5,5,5,5,5
4875,5,5,5,5,5
4876,5,5,5,5,5
4877,5,5,5,5,5
4878,5,5,5,5,5
4879,5,5,4,5,5
4880,5,5,5,5,1
4881,5,3,3,5,5
4882,5,5,5,5,3
4883,5,5,5,5,1
4884,5,5,5,5,5
4885,5,5,5,5,2
4886,5,5,5,5,5
4887,5,5,5,5,5
4888,5,5,5,5,5
4889,4,4,4,5,2
4890,5,5,5,5,5
4891,4,4,4,5,4
4892,5,5,5,5,5
4893,4,4,4,5,5
4894,5,5,5,5,5
4895,5,5,5,5,5
4896,5,5,5,5,5
4897,3,5,5,5,5
4898,5,5,5,5,5
4899,2,2,4,5,1
4900,5,5,5,5,5
4901,3,3,3,5,2
4902,5,5,5,5,5
4903,5,5,5,5,5
4904,4,5,5,1,2
4905,4,4,4,5,4
4906,5,5,5,5,5
4907,3,3,3,5,5
4908,5,5,5,5,5
4909,5,5,5,5,5
4910,5,5,5,5,5
4911,5,5,5,5,5
4912,5,5,5,5,5
4913,4,4,4,4,5
4914,5,5,5,5,5
4915,5,5,5,5,5
4916,3,3,3,1,1
4917,4,4,5,5,2
4918,5,5,5,5,5
4919,5,5,5,5,5
4920,3,3,5,5,5
4921,3,5,5,5,1
4922,5,5,5,5,5
4923,5,5,3,5,1
4924,5,5,5,5,5
4925,5,5,5,5,5
4926,5,5,5,5,5
4927,5,5,5,5,5
4928,4,4,4,1,1
4929,5,5,5,5,5
4930,5,5,5,5,5
4931,5,5,5,5,5
4932,5,5,5,5,5
4933,5,5,5,5,5
4934,4,5,5,5,5
4935,5,5,5,5,5
4936,3,5,5,5,5
4937,4,5,5,5,5
4938,5,5,5,5,5
4939,4,4,5,5,5
4940,5,5,5,5,5
4941,5,5,4,5,5
4942,5,5,5,5,3
4943,5,5,5,1,1
4944,4,4,4,5,5
4945,4,4,4,5,5
4946,5,5,5,5,5
4947,5,5,5,5,5
4948,5,5,5,5,4
4949,1,1,5,5,5
4950,5,5,5,5,5
4951,5,5,5,5,5
4952,3,5,5,5,5
4953,5,5,5,5,5
4954,5,5,5,5,5
4955,3,5,5,3,1
4956,5,5,5,5,4
4957,5,5,5,5,5
4958,5,5,5,5,5
4959,3,2,5,5,1
4960,5,5,5,5,5
4961,4,5,5,5,1
4962,3,3,3,5,4
4963,5,5,5,5,5
4964,2,5,2,5,2
4965,5,5,5,5,4
4966,5,5,5,5,5
4967,5,5,5,5,5
4968,5,5,5,5,2
4969,5,5,5,5,5
4970,3,5,5,5,5
4971,5,5,5,5,5
4972,4,4,4,5,5
4973,4,4,5,5,1
4974,5,5,5,5,5
4975,2,4,2,2,2
4976,5,5,5,5,5
4977,4,4,4,5,1
4978,5,5,5,5,5
4979,4,4,4,4,5
4980,2,5,5,5,1
4981,5,5,5,5,1
4982,5,5,5,5,5
4983,5,5,5,5,5
4984,5,5,5,5,1
4985,5,3,4,1,1
4986,5,5,5,5,5
4987,5,5,5,5,5
4988,5,5,5,5,5
4989,1,1,5,5,3
4990,5,5,5,5,5
4991,5,5,5,5,5
4992,4,4,4,5,2
4993,5,5,5,5,5
4994,4,4,5,1,3
4995,4,4,4,1,1
4996,3,3,3,5,5
4997,4,4,4,5,5
4998,5,5,5,5,5
4999,3,3,1,1,1
5000,4,4,4,4,5
5001,5,5,5,5,5
5002,3,3,5,5,1
5003,4,3,1,3,1
5004,5,5,5,5,5
5005,5,5,5,5,2
5006,5,5,5,5,5
5007,5,5,5,5,5
5008,5,5,5,4,5
5009,5,5,5,5,5
5010,5,5,5,5,5
5011,5,5,5,5,1
5012,5,5,5,5,5
5013,5,5,5,5,5
5014,3,3,3,5,5
5015,5,5,5,4,4
5016,5,5,5,5,5
5017,5,5,5,5,5
5018,5,5,5,5,5
5019,5,5,5,5,5
5020,5,5,5,5,5
5021,5,5,5,5,5
5022,5,5,5,2,5
5023,5,5,5,5,5
5024,5,5,5,5,5
5025,3,5,5,5,1
5026,4,4,4,1,3
5027,5,5,5,5,5
5028,3,3,4,3,1
5029,5,5,5,5,5
5030,5,5,5,5,5
5031,2,2,3,1,1
5032,5,5,5,5,5
5033,5,5,5,5,5
5034,5,5,5,5,5
5035,5,5,5,2,5
5036,5,5,5,5,4
5037,5,5,5,5,5
5038,5,5,5,5,4
5039,4,4,4,5,5
5040,5,5,5,5,5
5041,4,4,4,5,5
5042,5,5,5,5,5
5043,5,5,5,5,5
5044,3,3,5,1,1
5045,5,5,5,5,5
5046,5,5,5,5,5
5047,5,5,5,5,5
5048,4,4,4,5,5
5049,5,5,5,5,5
5050,5,5,5,5,5
5051,5,5,5,5,5
5052,2,1,2,1,1
5053,5,5,5,5,5
5054,5,5,5,5,5
5055,5,5,5,5,4
5056,5,5,5,5,4
5057,5,5,5,5,5
5058,5,5,5,5,5
5059,5,5,5,5,5
5060,5,5,5,5,5
5061,5,5,5,5,5
5062,5,5,5,5,5
5063,5,5,5,5,5
5064,3,5,5,5,1
5065,5,5,5,1,5
5066,5,5,5,5,5
5067,3,3,3,5,4
5068,3,3,5,5,1
5069,4,4,4,5,2
5070,4,2,2,5,2
5071,4,5,5,5,1
5072,2,2,3,5,1
5073,3,3,3,5,5
5074,5,5,4,5,1
5075,5,5,5,5,3
5076,5,5,5,5,5
5077,5,5,5,5,4
5078,5,5,5,5,5
5079,5,5,5,5,5
5080,3,3,3,5,3
5081,5,5,5,5,1
5082,3,3,3,3,1
5083,5,5,5,5,5
5084,5,5,5,5,5
5085,2,5,5,3,1
5086,4,4,4,5,5
5087,5,5,5,5,5
5088,3,5,5,3,1
5089,5,5,5,3,4
5090,3,4,4,5,2
5091,5,5,5,5,5
5092,3,5,3,1,1
5093,5,5,5,1,1
5094,4,4,4,5,4
5095,5,5,5,5,3
5096,5,5,5,5,5
5097,5,5,5,5,5
5098,5,5,5,3,1
5099,5,5,5,5,5
5100,5,5,5,5,5
5101,5,5,5,5,5
5102,5,5,5,5,2
5103,4,4,4,4,3
5104,4,5,4,5,1
5105,5,5,5,5,5
5106,4,4,5,5,2
5107,3,3,3,5,5
5108,3,5,3,1,1
5109,5,5,5,5,5
5110,5,5,5,5,5
5111,5,5,5,5,5
5112,5,5,5,5,3
5113,5,5,5,5,5
5114,4,4,4,5,5
5115,5,5,5,5,5
5116,5,5,5,5,5
5117,3,3,3,5,2
5118,5,5,5,5,1
5119,1,4,3,1,1
5120,5,5,5,5,5
5121,5,3,3,1,1
5122,4,4,4,2,4
5123,5,5,5,4,4
5124,5,5,5,5,2
5125,5,5,5,5,5
5126,5,5,5,5,5
5127,4,4,4,5,5
5128,5,5,5,5,5
5129,3,3,3,5,5
5130,5,5,5,5,5
5131,5,5,5,5,4
5132,5,5,5,5,5
5133,5,5,5,5,2
5134,5,5,5,4,2
5135,5,5,5,5,5
5136,5,5,5,5,5
5137,2,2,2,3,1
5138,5,5,5,5,5
5139,3,5,5,5,5
5140,4,5,5,1,3
5141,5,5,5,5,1
5142,1,5,3,5,5
5143,5,5,5,5,5
5144,3,3,3,5,5
5145,5,5,5,5,5
5146,5,5,5,5,5
5147,5,5,5,1,1
5148,5,5,5,5,5
5149,3,3,3,5,3
5150,5,5,5,5,5
5151,4,5,5,5,5
5152,5,5,5,5,2
5153,5,5,5,5,5
5154,5,5,5,5,5
5155,5,5,5,5,5
5156,5,5,5,5,5
5157,5,5,5,5,5
5158,5,5,5,5,5
5159,1,3,4,1,1
5160,5,5,5,5,5
5161,4,4,4,5,5
5162,5,5,5,5,5
5163,3,5,5,1,1
5164,4,4,4,5,1
5165,5,5,5,5,4
5166,5,5,5,5,1
5167,5,5,5,5,5
5168,5,5,5,5,5
5169,5,5,5,5,5
5170,5,5,5,5,5
5171,5,3,3,5,1
5172,5,5,5,5,5
5173,5,2,5,1,1
5174,5,5,5,2,5
5175,5,5,5,5,5
5176,5,5,5,5,5
5177,5,5,5,5,1
5178,5,5,5,1,2
5179,5,5,5,5,5
5180,1,5,5,1,1
5181,5,5,5,5,5
5182,4,4,4,5,5
5183,5,5,5,5,5
5184,5,5,5,4,5
5185,5,4,4,1,1
5186,3,3,3,5,5
5187,3,3,1,5,5
5188,2,5,5,5,5
5189,5,5,5,5,5
5190,5,5,4,1,1
5191,1,3,1,1,1
5192,5,5,5,5,5
5193,5,5,5,5,5
5194,5,5,5,5,2
5195,5,5,5,5,5
5196,4,5,5,5,2
5197,5,5,5,5,5
5198,4,4,4,5,4
5199,5,3,2,5,1
5200,5,5,5,4,3
5201,5,5,5,5,5
5202,5,5,5,5,5
5203,5,5,5,5,5
5204,5,5,5,5,5
5205,2,2,4,5,2
5206,5,5,5,5,1
5207,5,5,5,5,5
5208,3,5,5,5,5
5209,5,5,5,5,5
5210,5,5,5,5,5
5211,3,3,3,1,2
5212,4,4,4,5,4
5213,5,5,4,5,5
5214,5,5,5,5,5
5215,5,5,3,1,1
5216,5,5,5,5,5
5217,5,5,5,5,5
5218,5,5,5,5,5
5219,2,1,3,1,1
5220,3,3,3,5,4
5221,5,5,5,5,5
5222,5,5,5,1,3
5223,5,4,3,1,5
5224,4,4,4,5,5
5225,5,5,5,5,5
5226,5,5,5,5,5
5227,5,5,5,5,5
5228,5,5,5,5,5
5229,4,4,4,5,5
5230,5,5,5,5,5
5231,5,5,5,5,5
5232,5,5,5,5,5
5233,5,5,5,5,5
5234,5,5,5,5,5
5235,5,5,5,5,5
5236,5,5,5,1,5
5237,5,5,5,5,5
5238,5,5,5,5,5
5239,5,5,2,3,2
5240,5,5,5,5,5
5241,5,5,5,3,2
5242,5,5,3,5,1
5243,3,3,5,5,5
5244,3,3,5,3,1
5245,5,5,5,5,5
5246,5,5,5,5,5
5247,5,5,5,5,5
5248,2,2,5,1,1
5249,5,5,5,5,5
5250,5,5,5,5,5
5251,3,3,1,1,1
5252,4,5,2,5,2
5253,3,3,3,1,1
5254,5,5,5,5,5
5255,5,2,3,3,1
5256,5,5,5,5,5
5257,5,5,5,5,5
5258,3,3,3,5,2
5259,5,5,5,5,5
5260,3,3,3,5,5
5261,5,5,5,5,5
5262,5,5,5,5,5
5263,3,3,3,5,5
5264,1,5,5,5,5
5265,4,4,4,5,5
5266,3,5,5,5,1
5267,5,5,5,5,5
5268,5,5,5,5,4
5269,5,5,5,5,5
5270,5,5,5,5,5
5271,5,5,5,5,5
5272,5,5,5,5,5
5273,1,5,5,5,5
5274,5,5,5,1,1
5275,5,5,5,5,5
5276,5,5,5,5,5
5277,5,5,5,5,5
5278,5,5,5,5,5
5279,4,3,5,3,3
5280,5,5,5,5,5
5281,5,5,5,5,5
5282,5,5,5,5,4
5283,5,5,5,5,2
5284,1,5,1,1,1
5285,5,5,5,5,5
5286,5,5,5,5,5
5287,5,5,5,5,5
5288,4,4,4,4,2
5289,3,3,5,5,4
5290,5,5,5,1,1
5291,5,5,5,5,5
5292,5,5,5,5,2
5293,5,5,5,5,5
5294,5,5,5,5,5
5295,1,3,1,1,1
5296,5,5,5,5,5
5297,5,5,5,5,4
5298,5,5,5,5,5
5299,4,4,4,5,2
5300,5,5,5,5,5
5301,5,5,5,5,5
5302,5,5,5,5,1
5303,5,5,5,5,5
5304,5,5,5,5,4
5305,3,3,5,5,5
5306,4,4,4,5,1
5307,5,5,5,5,5
5308,5,5,4,5,2
5309,5,5,5,5,5
5310,4,2,2,5,2
5311,4,4,5,5,1
5312,5,5,5,5,1
5313,5,5,5,5,5
5314,5,5,5,5,4
5315,5,5,5,5,5
5316,5,5,5,5,5
5317,5,5,5,5,5
5318,5,5,5,5,4
5319,5,5,5,5,5
5320,5,5,5,5,5
5321,1,3,3,1,1
5322,2,3,5,5,1
5323,5,5,5,5,5
5324,4,4,4,5,5
5325,5,5,5,1,5
5326,4,4,2,5,3
5327,5,5,5,1,5
5328,5,5,3,5,3
5329,5,5,3,5,1
5330,3,5,5,5,5
5331,5,5,5,5,5
5332,5,5,5,5,5
5333,4,4,4,5,4
5334,5,5,5,1,1
5335,4,4,4,5,4
5336,5,5,5,5,5
5337,4,4,4,5,5
5338,5,5,5,5,5
5339,5,5,5,5,5
5340,5,5,5,5,5
5341,5,5,5,5,5
5342,5,5,5,5,4
5343,3,3,3,5,5
5344,5,5,5,5,5
5345,4,4,4,5,5
5346,5,5,5,5,5
5347,5,5,5,5,5
5348,4,4,4,5,5
5349,3,5,5,5,5
5350,5,5,5,1,5
5351,4,5,5,5,3
5352,5,5,5,5,5
5353,5,4,5,5,2
5354,5,5,3,5,1
5355,5,5,5,5,5
5356,5,5,5,5,5
5357,4,3,3,1,1
5358,5,5,5,5,5
5359,5,5,2,3,2
5360,3,3,3,5,5
5361,5,5,5,5,5
5362,4,4,4,5,5
5363,3,3,5,5,5
5364,5,5,5,5,5
5365,4,2,2,1,1
5366,3,5,3,1,1
5367,5,5,5,5,2
5368,5,5,5,5,5
5369,5,5,5,1,5
5370,5,5,5,5,5
5371,5,5,5,5,5
5372,5,5,5,5,4
5373,5,5,5,5,5
5374,5,5,5,5,5
5375,4,5,5,5,1
5376,5,5,5,5,5
5377,5,5,5,5,3
5378,4,4,4,5,2
5379,5,5,5,5,5
5380,5,5,5,5,2
5381,3,5,3,3,1
5382,5,5,5,5,4
5383,5,5,5,5,5
5384,4,4,4,5,5
5385,4,4,4,5,5
5386,3,3,4,5,2
5387,5,5,5,5,5
5388,4,4,3,3,1
5389,5,5,5,5,5
5390,5,5,5,1,1
5391,5,5,5,5,5
5392,5,5,5,1,2
5393,3,3,5,1,1
5394,5,3,3,3,1
5395,2,2,2,5,3
5396,4,2,2,5,1
5397,4,4,5,5,5
5398,5,5,3,5,1
5399,5,5,5,5,5
5400,5,5,5,5,5
5401,5,5,5,5,5
5402,5,5,5,5,4
5403,4,4,4,5,4
5404,5,5,5,5,5
5405,2,2,2,5,2
5406,5,5,5,5,5
5407,5,5,5,5,5
5408,4,4,4,5,5
5409,5,5,5,5,5
5410,3,3,3,1,3
5411,4,3,3,5,1
5412,5,5,5,5,2
5413,5,5,5,5,5
5414,5,5,5,5,5
5415,5,5,5,5,5
5416,4,5,5,3,1
5417,4,5,5,1,1
5418,5,1,2,1,1
5419,5,5,5,5,5
5420,5,5,5,5,5
5421,2,2,5,5,2
5422,3,4,2,3,1
5423,3,3,5,5,5
5424,5,5,5,5,5
5425,4,4,4,4,2
5426,5,5,5,5,5
5427,4,4,4,5,5
5428,4,5,5,5,5
5429,3,5,5,5,5
5430,4,5,5,5,5
5431,4,5,5,1,3
5432,5,5,5,5,5
5433,5,5,5,2,5
5434,3,3,3,5,5
5435,5,5,5,5,5
5436,5,5,5,5,5
5437,4,4,4,5,5
5438,4,4,4,5,5
5439,5,5,5,5,5
5440,5,5,5,5,5
5441,5,5,5,5,5
5442,5,5,5,5,5
5443,5,5,5,5,4
5444,5,5,5,5,5
5445,5,5,3,3,1
5446,4,4,4,5,5
5447,5,5,5,5,5
5448,5,5,5,5,4
5449,5,5,5,5,5
