origin,translation,score original word,score for translation quality-Yulis,Awan,Dika,x-times,prop #translated (x times),prop #translated (x times),vote up,Propotion of vote up,vote down,score,min,max,mean,median,std,time-needed,,,,,,,,
adequate,memadai,3,5,5,5,6,"17,669","176,694",11,1,0,11,4.371,40.909,176.385,15.375,1.131.966.438,"[11.407999999999999, 14.472000000000001, 4.3710000000000004, 16.277999999999999, 40.908999999999999, 18.393000000000001]",,,,,,,,
adequate,cukup,,5,5,5,6,"17,669","176,694",9,"818,181,818",2,7,3.512,5.696,4.600.666.667,45.235,0.855778723,"[5.6960000000000006, 3.512, 5.6689999999999996, 4.4589999999999996, 4.5880000000000001, 3.6800000000000002]",,,,,,,,
adequate,mampu,,5,5,5,1,"2,945","29,449",1,"0,5",1,0,17.539,17.539,17.539,17.539,0,[17.539000000000001],,,,,,,,
adequate housing solutions,solusi perumahan yang memadai,3,5,5,5,7,"20,614","206,143",13,1,0,13,8.249,64.379,3.006.314.286,19.262,191.407.137,"[8.2490000000000006, 28.824000000000002, 18.742000000000001, 19.262, 64.378999999999991, 18.089000000000002, 52.896999999999998]",,,,,,,,
adequate housing solutions,solusi pemukiman yang memadai,,4,5,5,1,"2,945","29,449",2,1,0,2,38.433,38.433,38.433,38.433,0,[38.433],,,,,,,,
adequate housing solutions,solusi,,1,1,1,1,"2,945","29,449",2,1,0,2,15.673,15.673,15.673,15.673,0,[15.673],,,,,,,,
adequate housing solutions,solusi perumahan yang cukup,,3,3,5,1,"2,945","29,449",1,"0,5",1,0,10.828,10.828,10.828,10.828,0,[10.827999999999999],,,,,,,,
adequate housing solutions,nan,,1,1,1,1,"2,945","29,449",0,0,0,0,2.236,2.236,2.236,2.236,0,[2.2359999999999998],,,,,,,,
administrative buildings,bangunan administratif,3,5,3,3,5,"14,725","147,245",9,1,0,9,6.791,15.135,114.066,13.391,326.611.069,"[13.390999999999998, 6.7910000000000004, 8.2509999999999994, 13.465, 15.135]",,,,,,,,
administrative buildings,gedung administratif,,5,3,3,2,"5,890","58,898",4,1,0,4,14.437,"1,015,277,778",191.285,191.285,46.915,"[14.437000000000001, 23.82]",,,,,,,,
administrative buildings,gedung administrasi,,5,5,5,2,"5,890","58,898",3,1,0,3,6.885,"1,013,194,444",153.375,153.375,84.525,"[23.789999999999999, 6.8849999999999998]",,,,,,,,
administrative buildings,bangunan administrasi,,3,4,4,2,"5,890","58,898",3,"0,75",1,2,5.247,9.474,73.605,73.605,21.135,"[9.4740000000000002, 5.2470000000000008]",,,,,,,,
administrative buildings,bangunan-bangunan administratif,,5,3,3,1,"2,945","29,449",2,1,0,2,11.577,11.577,11.577,11.577,0,[11.577],,,,,,,,
administrative buildings,gedung-gedung administratif,,5,3,3,1,"2,945","29,449",2,1,0,2,23.993,23.993,23.993,23.993,0,[23.993000000000002],,,,,,,,
administrative buildings,bangunan administasi,,3,4,4,1,"2,945","29,449",2,1,0,2,8.648,8.648,8.648,8.648,0,[8.6479999999999997],,,,,,,,
admiration,kekaguman,3,5,5,5,12,"35,339","353,388",24,1,0,24,3.696,31.793,1.456.291.667,154.135,8.981.522.537,"[17.050000000000001, 4.6289999999999996, 15.574000000000002, 3.6960000000000002, 6.234, 15.253, 8.4190000000000005, 22.550999999999998, 31.793000000000003, 3.9350000000000001, 26.468000000000004, 19.152999999999999]",,,,,,,,
admiration,rasa kagum,,5,5,5,1,"2,945","29,449",2,1,0,2,16.075,16.075,16.075,16.075,0,[16.074999999999999],,,,,,,,
admiration,kepuasan,,2,1,1,1,"2,945","29,449",2,1,0,2,27.356,27.356,27.356,27.356,0,[27.355999999999998],,,,,,,,
admiration,pemujian,,3,1,1,1,"2,945","29,449",1,"0,5",1,0,11.009,11.009,11.009,11.009,0,[11.009],,,,,,,,
admiration,kagum,,4,2,2,1,"2,945","29,449",1,"0,5",1,0,7.09,7.09,7.09,7.09,0,[7.0899999999999999],,,,,,,,
admiration,pengaguman,,3,4,3,1,"2,945","29,449",1,"0,5",1,0,13.765,13.765,13.765,13.765,0,[13.765000000000001],,,,,,,,
admiration,admitrasi,,1,1,1,1,"2,945","29,449",0,0,1,-1,8.068,8.068,8.068,8.068,0,[8.0679999999999996],,,,,,,,
adverse conditions,kondisi buruk,3,4,5,5,7,"20,614","206,143",12,"923,076,923",1,11,7.181,23.385,1.354.914.286,14.013,5.458.325.369,"[7.181, 7.8179999999999996, 14.013, 17.117000000000001, 9.2080000000000002, 16.122, 23.385000000000002]",,,,,,,,
adverse conditions,kondisi yang merugikan,,5,4,4,4,"11,780","117,796",7,875,1,6,15.597,37.628,2.582.525,25.038,9.229.206.612,"[31.949999999999999, 15.597000000000001, 37.628, 18.125999999999998]",,,,,,,,
adverse conditions,situasi buruk,,3,4,4,1,"2,945","29,449",2,1,0,2,3.772,3.772,3.772,3.772,0,[3.7719999999999998],,,,,,,,
adverse conditions,kondisi yang buruk,,3,4,4,1,"2,945","29,449",2,1,0,2,5.391,5.391,5.391,5.391,0,[5.391],,,,,,,,
adverse conditions,kondisi,,2,2,1,1,"2,945","29,449",0,0,1,-1,3.237,3.237,3.237,3.237,0,[3.2370000000000001],,,,,,,,
adversely affected,terpengaruh,3,3,2,1,5,"14,725","147,245",5,"0,5",5,0,6.932,84.564,323.658,17.051,2.787.381.816,"[6.9320000000000004, 16.317999999999998, 36.963999999999999, 17.050999999999998, 84.563999999999993]",,,,,,,,
adversely affected,terpengaruh secara buruk,,4,5,5,1,"2,945","29,449",2,1,0,2,42.835,42.835,42.835,42.835,0,[42.835000000000001],,,,,,,,
adversely affected,terdampak negatif,,5,5,5,1,"2,945","29,449",2,1,0,2,32.917,32.917,32.917,32.917,0,[32.917000000000002],,,,,,,,
adversely affected,terkena dampak buruk,,5,5,5,1,"2,945","29,449",2,1,0,2,3.929,3.929,3.929,3.929,0,[3.9289999999999998],,,,,,,,
adversely affected,amat terpengaruh,,2,2,2,1,"2,945","29,449",2,1,0,2,12.527,12.527,12.527,12.527,0,[12.527000000000001],,,,,,,,
adversely affected,pengaruh kurang baik,,3,2,2,1,"2,945","29,449",1,"0,5",1,0,88.311,88.311,88.311,88.311,0,[88.311000000000007],,,,,,,,
adversely affected,berdampak sebaliknya,,4,3,3,1,"2,945","29,449",1,"0,5",1,0,17.379,17.379,17.379,17.379,0,[17.379000000000001],,,,,,,,
advice,saran,3,5,5,5,12,"35,339","353,388",23,1,0,23,2.401,24.947,6.040.416.667,39.635,6.038.390.631,"[24.946999999999999, 4.3090000000000002, 2.4009999999999998, 3.9980000000000002, 8.7530000000000001, 3.0569999999999999, 8.3100000000000005, 2.9460000000000002, 3.9289999999999998, 3.3780000000000001, 4.0430000000000001, 2.4140000000000001]",,,,,,,,
advice,nasihat,,5,5,5,6,"17,669","176,694",10,1,0,10,4.042,23.684,151.885,178.875,7.259.237.948,"[6.7649999999999997, 4.0419999999999998, 18.890999999999998, 23.684000000000001, 16.884, 20.864999999999998]",,,,,,,,
advice,nasehat,,5,5,5,2,"5,890","58,898",4,1,0,4,5.869,9.435,7.652,7.652,1.783,"[9.4350000000000005, 5.8689999999999998]",,,,,,,,
advice,petunjuk,,5,5,5,1,"2,945","29,449",1,"0,5",1,0,9.493,9.493,9.493,9.493,0,[9.4930000000000003],,,,,,,,
advise,saran,,5,5,5,3,"8,835","88,347",4,"666,666,667",2,2,2.579,7.558,4.403,3.072,2.239.982.292,"[7.5579999999999998, 3.0720000000000001, 2.5789999999999997]",,,,,,,,
advise,menganjurkan,,4,5,4,2,"5,890","58,898",4,1,0,4,20.374,54.774,37.574,37.574,17.02,"[54.773999999999994, 20.374000000000002]",,,,,,,,
advise,menasihati,,5,5,5,2,"5,890","58,898",4,1,0,4,9.562,36.705,231.335,231.335,135.715,"[9.5620000000000012, 36.704999999999998]",,,,,,,,
advise,menyarankan,,5,5,5,1,"2,945","29,449",2,1,0,2,7.512,7.512,7.512,7.512,0,[7.5120000000000005],,,,,,,,
advise,masukan,,5,3,5,1,"2,945","29,449",2,1,0,2,11.023,11.023,11.023,11.023,0,[11.023],,,,,,,,
advise,menasehati,,5,5,5,1,"2,945","29,449",2,1,0,2,39.697,39.697,39.697,39.697,0,[39.696999999999996],,,,,,,,
advise,"saran, masukan",,5,4,5,1,"2,945","29,449",1,"0,5",1,0,5.621,5.621,5.621,5.621,0,[5.6210000000000004],,,,,,,,
advocacy,pembelaan,3,5,5,5,9,"26,504","265,041",18,1,0,18,10.163,35.395,1.948.644.444,16.774,8.352.060.147,"[10.163, 28.198, 14.225999999999999, 35.395000000000003, 12.077, 16.774000000000001, 21.471999999999998, 26.16, 10.913]",,,,,,,,
advocacy,advokasi,,5,5,5,6,"17,669","176,694",12,1,0,12,4.188,46.106,12.868,68.125,1.492.950.936,"[8.3260000000000005, 4.9630000000000001, 4.1879999999999997, 46.106000000000002, 7.4359999999999999, 6.1890000000000001]",,,,,,,,
advocacy,anjuran,,5,4,4,1,"2,945","29,449",2,1,0,2,22.672,22.672,22.672,22.672,0,[22.671999999999997],,,,,,,,
advocacy,bimbingan,,5,5,5,1,"2,945","29,449",2,1,0,2,4.963,4.963,4.963,4.963,0,[4.9630000000000001],,,,,,,,
advocacy,"advokasi, pembelaan",,5,5,5,1,"2,945","29,449",1,"0,5",1,0,30.577,30.577,30.577,30.577,0,[30.576999999999998],,,,,,,,
affect,mempengaruhi,3,5,5,5,7,"20,614","206,143",13,1,0,13,4.931,18.227,1.046.285.714,9.151,4.572.942.142,"[6.8920000000000003, 6.3810000000000002, 18.227, 12.905999999999999, 14.752000000000001, 9.1509999999999998, 4.931]",,,,,,,,
affect,memengaruhi,,5,5,5,2,"5,890","58,898",4,1,0,4,5.119,17.245,11.182,11.182,6.063,"[17.245000000000001, 5.1189999999999998]",,,,,,,,
affect,pengaruh,,4,3,4,1,"2,945","29,449",2,1,0,2,4.931,4.931,4.931,4.931,0,[4.931],,,,,,,,
affect,terkenda dampak,,5,4,4,1,"2,945","29,449",2,1,0,2,3.395,3.395,3.395,3.395,0,[3.395],,,,,,,,
affect,mengakibatkan,,5,5,5,1,"2,945","29,449",1,1,0,1,15.539,15.539,15.539,15.539,0,[15.539000000000001],,,,,,,,
affect,akibat,,5,2,2,1,"2,945","29,449",1,"0,5",1,0,4.542,4.542,4.542,4.542,0,[4.5419999999999998],,,,,,,,
affect,dampak,,5,2,2,1,"2,945","29,449",0,0,1,-1,11.332,11.332,11.332,11.332,0,[11.332000000000001],,,,,,,,
affected,terpengaruh,3,5,5,5,14,"41,229","412,286",27,1,0,27,4.369,51.69,1.703.985.714,13.694,1.256.582.078,"[6.3670000000000009, 9.4410000000000007, 24.625999999999998, 18.088000000000001, 6.4349999999999996, 8.0910000000000011, 14.295999999999999, 17.187999999999999, 13.092000000000001, 32.330999999999996, 25.449000000000002, 4.3689999999999998, 51.689999999999998, 7.0949999999999998]",,,,,,,,
affected,terdampak,,5,5,5,2,"5,890","58,898",4,1,0,4,3.593,6.989,5.291,5.291,1.698,"[6.9889999999999999, 3.593]",,,,,,,,
affected,terkena,,5,4,5,1,"2,945","29,449",2,1,0,2,15.559,15.559,15.559,15.559,0,[15.559000000000001],,,,,,,,
affected,dampak,,5,2,2,1,"2,945","29,449",2,1,0,2,4.302,4.302,4.302,4.302,0,[4.3019999999999996],,,,,,,,
affected,berdampak,,4,4,4,1,"2,945","29,449",2,1,0,2,19.441,19.441,19.441,19.441,0,[19.440999999999999],,,,,,,,
affected,terpengaruhi,,5,5,5,1,"2,945","29,449",1,1,0,1,6.59,6.59,6.59,6.59,0,[6.5899999999999999],,,,,,,,
affected,terkena dampak,,5,5,5,1,"2,945","29,449",1,"0,5",1,0,11.076,11.076,11.076,11.076,0,[11.075999999999999],,,,,,,,
affected areas,daerah terdampak,3,5,5,5,3,"8,835","88,347",5,1,0,5,7.897,8.35,8.122,8.119,0.184948642,"[8.3499999999999996, 7.8970000000000002, 8.1189999999999998]",,,,,,,,
affected areas,area terdampak,,5,5,5,3,"8,835","88,347",5,"833,333,333",1,4,5.363,19.53,10.779,7.444,6.245.939.534,"[5.3629999999999995, 7.444, 19.530000000000001]",,,,,,,,
affected areas,area yang terkena dampak,,5,5,5,2,"5,890","58,898",3,1,0,3,6.776,7.025,69.005,69.005,"864,583,333","[6.7759999999999998, 7.0250000000000004]",,,,,,,,
affected areas,daerah yang terkena dampak,,5,5,5,1,"2,945","29,449",2,1,0,2,9.832,9.832,9.832,9.832,0,[9.8320000000000007],,,,,,,,
affected areas,daerah yang terpengaruh,,5,5,5,1,"2,945","29,449",2,1,0,2,13.293,13.293,13.293,13.293,0,[13.292999999999999],,,,,,,,
affected areas,area yang terkena,,5,5,4,1,"2,945","29,449",2,1,0,2,8.562,8.562,8.562,8.562,0,[8.5620000000000012],,,,,,,,
affected areas,wilayah terdampak,,5,5,5,1,"2,945","29,449",1,1,0,1,21.587,21.587,21.587,21.587,0,[21.587],,,,,,,,
affected areas,area yang terpeangaruh,,5,5,5,1,"2,945","29,449",0,0,1,-1,30.709,30.709,30.709,30.709,0,[30.709],,,,,,,,
affected community,komunitas yang terkena dampak,3,5,5,5,4,"11,780","117,796",7,1,0,7,8.735,23.294,1.603.425,16.054,5.154.917.525,"[8.7349999999999994, 15.661, 16.446999999999999, 23.294]",,,,,,,,
affected community,masyarakat yang terkena dampak,,5,5,5,3,"8,835",,6,1,0,6,9.847,16.809,1.288.966.667,12.013,2.909.039.857,"[12.013, 16.809000000000001, 9.8470000000000013]",,,,,,,,
affected community,masyarakat yang terkena,,3,3,3,1,"2,945",,2,1,0,2,9.366,9.366,9.366,9.366,0,[9.3659999999999997],,,,,,,,
affected community,masyarakat yang terdampak,,4,5,5,1,"2,945",,2,1,0,2,33.465,33.465,33.465,33.465,0,[33.465000000000003],,,,,,,,
affected community,komunitas yang terpengaruh,,5,5,5,1,"2,945",,2,1,0,2,8.53,8.53,8.53,8.53,0,[8.5299999999999994],,,,,,,,
affected community,masyarakat yang terpengaruh,,5,5,5,1,"2,945",,2,1,0,2,9.507,9.507,9.507,9.507,0,[9.5069999999999997],,,,,,,,
affected community,komunitas yang dipengaruhi,,5,4,4,1,"2,945",,2,1,0,2,102.367,102.367,102.367,102.367,0,[102.367],,,,,,,,
affected community,masyarakat yang terkena imbas,,5,5,5,1,"2,945",,1,"0,5",1,0,15.426,15.426,15.426,15.426,0,[15.425999999999998],,,,,,,,
affected explosion,terkena ledakan,2,5,5,5,6,"17,669",,7,"0,7",3,4,6.286,75.435,2.313.066.667,124.135,238.912.414,"[6.2860000000000005, 9.9489999999999998, 11.679, 75.435000000000002, 22.286999999999999, 13.148]",,,,,,,,
affected explosion,yang terkena dampak ledakan,,5,5,5,1,"2,945",,2,1,0,2,13.028,13.028,13.028,13.028,0,[13.027999999999999],,,,,,,,
affected explosion,mempengaruhi ledakan,,2,2,2,1,"2,945",,2,1,0,2,11.866,11.866,11.866,11.866,0,[11.866],,,,,,,,
affected explosion,ledakan sebagai konsekuensi,,2,2,2,1,"2,945",,2,1,0,2,36.228,36.228,36.228,36.228,0,[36.228000000000002],,,,,,,,
affected explosion,ledakan yang terpengaruh,,2,2,2,1,"2,945",,2,1,0,2,42.396,42.396,42.396,42.396,0,[42.396000000000001],,,,,,,,
affected explosion,dampak letusan,,5,2,2,1,"2,945",,1,1,0,1,20.241,20.241,20.241,20.241,0,[20.241],,,,,,,,
affected explosion,ledakan yang berpengaruh,,5,2,2,1,"2,945",,1,"0,5",1,0,20.795,20.795,20.795,20.795,0,[20.795000000000002],,,,,,,,
affected explosion,terpengaruh ledakan,,5,5,4,1,"2,945",,1,"0,5",1,0,23.536,23.536,23.536,23.536,0,[23.535999999999998],,,,,,,,
affected explosion,ledakan berdampak,,2,3,2,1,"2,945",,1,"0,5",1,0,30.051,30.051,30.051,30.051,0,[30.050999999999998],,,,,,,,
affected explosion,yang mempengaruhi ledakan,,2,2,2,1,"2,945",,1,"0,5",1,0,13.861,13.861,13.861,13.861,0,[13.860999999999999],,,,,,,,
affected flooding,terkena banjir,1,4,5,3,4,"11,780",,6,"0,75",2,4,11.149,35.869,21.109,18.709,1.005.358.168,"[11.149000000000001, 12.555999999999999, 35.869, 24.861999999999998]",,,,,,,,
affected flooding,banjir yang berdampak,,4,4,3,2,"5,890",,3,1,0,3,8.544,15.295,119.195,119.195,33.755,"[15.295, 8.5440000000000005]",,,,,,,,
affected flooding,mempengaruhi banjir,,2,2,3,2,"5,890",,2,"0,5",2,0,8.519,12.329,10.424,10.424,1.905,"[8.5190000000000001, 12.329000000000001]",,,,,,,,
affected flooding,terkena dampak banjir,,4,4,3,1,"2,945",,2,1,0,2,10.642,10.642,10.642,10.642,0,[10.642000000000001],,,,,,,,
affected flooding,dampak banjir,,2,2,3,1,"2,945",,1,"0,5",1,0,6.349,6.349,6.349,6.349,0,[6.3490000000000002],,,,,,,,
affected flooding,terdampak banjir,,4,5,3,1,"2,945",,0,0,1,-1,12.258,12.258,12.258,12.258,0,[12.257999999999999],,,,,,,,
affected hurricane,terdampak badai,1,3,5,3,5,"14,725",,7,"777,777,778",2,5,6.443,34.803,157.988,11.752,1.011.734.513,"[16.937999999999999, 6.4429999999999996, 34.803000000000004, 11.752000000000001, 9.0579999999999998]",,,,,,,,
affected hurricane,terkena badai,,3,4,3,2,"5,890",,2,"666,666,667",1,1,18.996,21.856,20.426,20.426,1.43,"[21.855999999999998, 18.995999999999999]",,,,,,,,
affected hurricane,kena badai,,3,3,3,2,"5,890",,2,"666,666,667",1,1,15.399,34.57.00,249.845,249.845,95.855,"[34.57, 15.399000000000001]",,,,,,,,
affected hurricane,pengaruh angin topan,,3,2,3,1,"2,945",,2,1,0,2,85.598,85.598,85.598,85.598,0,[85.597999999999999],,,,,,,,
affected hurricane,dampak badai,,3,2,3,1,"2,945",,2,1,0,2,10.174,10.174,10.174,10.174,0,[10.173999999999999],,,,,,,,
affected hurricane,efek badai,,3,2,3,1,"2,945",,2,1,0,2,73.251,73.251,73.251,73.251,0,[73.251000000000005],,,,,,,,
affected hurricane,badai yang terkena,,2,2,3,1,"2,945",,1,1,0,1,8.49,8.49,8.49,8.49,0,[8.4900000000000002],,,,,,,,
affected hurricane,tertimpa badai,,2,4,3,1,"2,945",,1,1,0,1,42.647,42.647,42.647,42.647,0,[42.646999999999998],,,,,,,,
affected hurricane,mempengaruhi badai,,2,2,3,1,"2,945",,1,"0,5",1,0,9.252,9.252,9.252,9.252,0,[9.2520000000000007],,,,,,,,
affected hurricane,badai yang terpengaruh,,2,2,3,1,"2,945",,1,"0,5",1,0,20.308,20.308,20.308,20.308,0,[20.308],,,,,,,,
affected hurricane,dampk dari angin topan,,3,2,3,1,"2,945",,0,0,1,-1,19.883,19.883,19.883,19.883,0,[19.882999999999999],,,,,,,,
affected hurricane,badai terimbas,,2,3,3,1,"2,945",,0,0,2,-2,15.365,15.365,15.365,15.365,0,[15.365],,,,,,,,
affected landmass,daratan yang terkena dampak,1,5,5,5,3,"8,835",,6,1,0,6,13.277,16.374,15.204,15.961,1.372.986.769,"[13.277000000000001, 16.374000000000002, 15.960999999999999]",,,,,,,,
affected landmass,tanah yang terdampak,,5,4,5,1,"2,945",,2,1,0,2,9.748,9.748,9.748,9.748,0,[9.7479999999999993],,,,,,,,
affected landmass,daratan yang terkena dampak,,5,5,5,1,"2,945",,2,1,0,2,60.002,60.002,60.002,60.002,0,[60.001999999999995],,,,,,,,
affected landmass,daerah yang terpapar,,5,3,3,1,"2,945",,1,1,0,1,11.714,11.714,11.714,11.714,0,[11.714],,,,,,,,
affected landmass,daratan yang terdampak,,5,5,5,1,"2,945",,1,"0,5",1,0,30.621,30.621,30.621,30.621,0,[30.620999999999999],,,,,,,,
affected landmass,terkena tanah,,2,2,2,1,"2,945",,0,0,1,-1,28.429,28.429,28.429,28.429,0,[28.429000000000002],,,,,,,,
affected landmass,pengaruh darat,,1,1,1,1,"2,945",,0,0,2,-2,19.489,19.489,19.489,19.489,0,[19.489000000000001],,,,,,,,
affected populations,populasi yang terkena dampak,3,5,5,5,6,"17,669",,8,"0,8",2,6,8.28,29.641,156.655,99.755,8.854.335.186,"[9.5689999999999991, 29.640999999999998, 10.199, 8.2799999999999994, 26.552, 9.7520000000000007]",,,,,,,,
affected populations,populasi terdampak,,5,5,5,3,"8,835",,6,1,0,6,7.943,14.508,1.025.066.667,8.301,3.013.935.006,"[14.507999999999999, 8.3010000000000002, 7.9429999999999996]",,,,,,,,
affected populations,penduduk yang terkena dampak,,5,5,5,2,"5,890",,4,1,0,4,20.955,35.107,28.031,28.031,7.076,"[35.106999999999999, 20.954999999999998]",,,,,,,,
affected populations,populasi yang terpengaruh,,5,5,5,1,"2,945",,2,1,0,2,11.06,11.06,11.06,11.06,0,[11.06],,,,,,,,
affected populations,populasi yang terdampak,,5,5,5,1,"2,945",,2,1,0,2,10.614,10.614,10.614,10.614,0,[10.614000000000001],,,,,,,,
affected populations,penduduk yang terpengaruh,,5,5,5,1,"2,945",,2,1,0,2,35.867,35.867,35.867,35.867,0,[35.866999999999997],,,,,,,,
affected populations,populasi terpengaruh,,5,5,5,1,"2,945",,2,1,0,2,24.649,24.649,24.649,24.649,0,[24.649000000000001],,,,,,,,
affected populations,popukasi yang terpengaruh,,5,5,5,1,"2,945",,2,1,0,2,27.035,27.035,27.035,27.035,0,[27.035],,,,,,,,
affected teachers,guru yang terdampak,3,5,5,5,4,"11,780",,8,1,0,8,8.045,12.975,10.534,10.558,1.748.407.561,"[10.749000000000001, 8.0449999999999999, 12.975, 10.367000000000001]",,,,,,,,
affected teachers,guru yang terkena dampak,,5,5,5,3,"8,835",,5,1,0,5,7.573,27.081,1.539.433.333,11.529,8.420.060.068,"[7.5729999999999995, 11.529000000000002, 27.081]",,,,,,,,
affected teachers,pendidik yang terkena dampak,,5,5,5,1,"2,945",,2,1,0,2,32.561,32.561,32.561,32.561,0,[32.561],,,,,,,,
affected teachers,guru yang terkena imbas,,5,5,5,1,"2,945",,2,1,0,2,17.598,17.598,17.598,17.598,0,[17.597999999999999],,,,,,,,
affected teachers,guru terdampak,,5,5,5,1,"2,945",,2,1,0,2,37.031,37.031,37.031,37.031,0,[37.030999999999999],,,,,,,,
affected teachers,pengajar terdampak,,4,5,5,1,"2,945",,1,1,0,1,9.608,9.608,9.608,9.608,0,[9.6079999999999988],,,,,,,,
affected teachers,guru yang berdampak,,2,2,2,1,"2,945",,1,"0,5",1,0,16.585,16.585,16.585,16.585,0,[16.585000000000001],,,,,,,,
affected teachers,guru yang terkena,,3,3,2,1,"2,945",,0,0,1,-1,5.279,5.279,5.279,5.279,0,[5.2789999999999999],,,,,,,,
affected tornado,terkena tornado,1,3,3,3,3,"8,835",,5,"833,333,333",1,4,7.595,19.963,1.311.033.333,11.773,5.137.003.104,"[7.5949999999999998, 19.963000000000001, 11.773]",,,,,,,,
affected tornado,pengaruh dari tornado,,3,2,3,1,"2,945",,2,1,0,2,77.843,77.843,77.843,77.843,0,[77.843000000000004],,,,,,,,
affected tornado,mempengaruhi tornado,,3,2,3,1,"2,945",,2,1,0,2,12.508,12.508,12.508,12.508,0,[12.507999999999999],,,,,,,,
affected tornado,tornado yang berdampak,,3,4,3,1,"2,945",,1,1,0,1,7.386,7.386,7.386,7.386,0,[7.3860000000000001],,,,,,,,
affected tornado,tornado yang berpengaruh,,3,4,3,1,"2,945",,1,"0,5",1,0,32.39.00,32.39.00,32.39.00,32.39.00,0,[32.390000000000001],,,,,,,,
affecting,mempengaruhi,3,5,5,5,14,"41,229",,25,"961,538,462",1,24,4.376,24.91,1.147.871.429,95.455,5.874.290.005,"[8.7300000000000004, 5.3329999999999993, 24.91, 9.3070000000000004, 5.9479999999999995, 21.545999999999999, 15.913, 9.7839999999999989, 14.957000000000001, 11.667999999999999, 8.7530000000000001, 6.4129999999999994, 13.064, 4.3760000000000003]",,,,,,,,
affecting,memengaruhi,,5,5,5,2,"5,890",,3,1,0,3,7.591,14.822,112.065,112.065,36.155,"[14.822000000000001, 7.5910000000000002]",,,,,,,,
affecting,berdampak,,5,4,4,1,"2,945",,2,1,0,2,4.016,4.016,4.016,4.016,0,[4.016],,,,,,,,
