username,source-word,target-word,user_point,user_is_male,user_is_female,user_is_age_0,user_is_age_15,user_is_age_20,user_is_age_25,user_is_age_30,user_is_age_35,user_is_age_40,user_languages,user_number_duration_played,user_mean_duration_played,user_median_duration_played,user_total_duration_played,user_number_time_to_translate,user_mean_time_to_translate,user_median_time_to_translate,user_total_time_to_translate,user_number_time_to_alternate,user_mean_time_to_alternate,user_median_time_to_alternate,user_total_time_to_alternate,user_number_time_to_vote_up,user_mean_time_to_vote_up,user_median_time_to_vote_up,user_total_time_to_vote_up,user_number_time_to_vote_down,user_mean_time_to_vote_down,user_median_time_to_vote_down,user_total_time_to_vote_down,user_number_time_to_categorize,user_mean_time_to_categorize,user_median_time_to_categorize,user_total_time_to_categorize,user_number_skip_translate,user_mean_skip_translate,user_median_skip_translate,user_total_skip_translate,user_number_skip_alternate,user_mean_skip_alternate,user_median_skip_alternate,user_total_skip_alternate,user_number_skip_vote,user_mean_skip_vote,user_median_skip_vote,user_total_skip_vote,user_number_skip_categorize,user_mean_skip_categorize,user_median_skip_categorize,user_total_skip_categorize,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,action_duration,action_vote_up,action_vote_down,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
esewele,treatment and distribution,perawatan/pengolahan dan penyaluran,5185,1,0,0,0,1,0,0,0,0,2,1,10799.81,10799.81,10799.81,153,28.41,23.08,4347.24,39,34.57,31.36,1348.1,49,5.59,4.25,274.13,93,7.6,5.13,706.89,136,7.24,5.94,985.31,1,36.65,36.65,36.65,92,5.96,2.6,548.6,0,,,0.0,4,32.75,25.18,130.99,19,406.564,21.3981052632,19.236,34,1.78947368421,2.0,2,0.105263157895,0.0,3,26,19,10,2,3.0,24.8947368421,6,3,24,2.9708400131,1,40.178,40.178,40.178,2,2.0,2.0,0,0.0,0.0,3,35,1,40.178,2,0,0,26,0.557387057387,3.0,5.0
cleoindaryono,mutual accountability,akuntabilitas yang sama,14035,0,1,0,0,1,0,0,0,0,1,6,2039.01,913.84,12234.07,343,14.03,10.28,4810.98,303,9.06,6.7,2743.8,305,3.07,1.76,935.08,13,3.39,2.78,44.01,339,4.39,2.98,1489.14,2,2.7,2.7,5.39,1,14.74,14.74,14.74,2,2.89,2.89,5.77,6,2.5,2.74,15.02,14,412.623,29.4730714286,19.169,21,1.5,2.0,4,0.285714285714,0.0,2,21,14,9,2,2.28571428571,20.9285714286,5,2,21,2.83523774531,2,17.075,8.5375,8.5375,2,1.0,1.0,0,0.0,0.0,3,23,2,6.907,1,0,0,20,0.574242182938,3.0,3.0
adinezia,unconfirmed reports,laporan belum terkonfirmasi,12265,0,1,0,0,0,1,0,0,0,1,4,3303.32,2414.13,13213.29,290,11.38,9.4,3299.7,239,14.5,12.11,3466.56,219,3.45,2.49,754.5,89,4.61,4.14,410.56,364,5.15,4.56,1875.86,40,7.6,4.59,303.97,137,6.77,4.59,928.0,64,3.36,2.87,215.2,3,4.61,4.09,13.84,27,589.057,21.8169259259,17.989,41,1.51851851852,2.0,7,0.259259259259,0.0,2,19,25,16,2,3.85185185185,28.8888888889,9,4,31,3.47602361279,2,36.922,18.461,18.461,2,1.0,1.0,0,0.0,0.0,3,27,2,15.694,1,0,0,20,0.608929731737,3.0,5.0
dejalova,monitoring for multiple hazards,pengamatan kemungkinan bahaya,9255,0,1,0,0,1,0,0,0,0,2,13,688.44,236.55,8949.78,189,13.94,11.3,2634.44,194,15.62,12.46,3029.88,215,2.94,2.23,631.65,29,5.21,4.39,151.17,198,4.46,3.88,883.11,31,15.05,8.39,466.52,38,10.0,4.75,380.0,8,11.24,6.16,89.92,6,8.39,3.54,50.36,21,573.05,27.2880952381,19.61,35,1.66666666667,2.0,4,0.190476190476,0.0,4,31,21,18,3,3.66666666667,29.4761904762,4,3,24,4.01136504183,1,15.012,15.012,15.012,1,1.0,1.0,1,1.0,1.0,3,29,1,15.012,1,1,0,24,0.501933365115,5.0,5.0
innas,female-headed households,rumah tangga uang dikepalai perempuan,4070,0,1,0,0,1,0,0,0,0,2,1,1891.28,1891.28,1891.28,51,10.99,8.45,560.7,42,13.89,12.07,583.5,37,3.51,2.65,129.85,3,3.42,3.06,10.26,54,4.97,4.06,268.53,1,0.4,0.4,0.4,1,29.05,29.05,29.05,1,30.17,30.17,30.17,0,,,0.0,17,486.803,28.6354705882,23.102,29,1.70588235294,2.0,2,0.117647058824,0.0,2,24,17,11,2,4.70588235294,32.7647058824,3,5,37,3.29277019394,1,12.728,12.728,12.728,2,2.0,2.0,0,0.0,0.0,5,37,1,12.728,2,0,0,31,0.428978978979,3.0,2.0
mayamalidra,youth-led intra communal activities,kegiatan intra-masyarakat yang dipimpin pemuda,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,14,569.374,40.6695714286,31.97,17,1.21428571429,1.0,9,0.642857142857,0.5,4,35,14,12,4,5.42857142857,39.0,3,7,48,3.46772010047,1,27.887,27.887,27.887,2,2.0,2.0,0,0.0,0.0,5,46,1,27.887,2,0,0,34,0.574120082816,,2.0
Bella Vera Rista,reels surging,gulungan perban operasi,4610,0,1,0,0,1,0,0,0,0,1,3,3560.36,0.0,10681.08,100,29.18,23.3,2917.71,82,38.31,33.1,3141.65,84,7.51,5.63,630.85,15,11.19,10.87,167.83,90,15.28,12.19,1374.98,11,22.21,19.85,244.26,11,40.47,33.79,445.19,3,35.31,15.63,105.93,7,9.52,7.05,66.64,13,302.199,23.2460769231,18.793,20,1.53846153846,2.0,3,0.230769230769,0.0,2,13,13,7,1,2.07692307692,19.6153846154,7,2,21,2.40367746103,1,49.588,49.588,49.588,1,1.0,1.0,1,1.0,1.0,3,23,1,49.588,1,1,0,20,0.48773690078,1.0,1.0
alfie10,water supply and treatment,penyediaan dan perawatan air,460,0,1,0,0,1,0,0,0,0,1,1,1135.83,1135.83,1135.83,5,46.84,27.51,234.2,14,30.77,32.2,430.81,12,9.97,6.59,119.63,1,6.57,6.57,6.57,3,26.72,23.59,80.15,0,,,0.0,0,,,0.0,0,,,0.0,2,8.45,8.45,16.9,13,449.356,34.5658461538,20.064,25,1.92307692308,2.0,1,0.0769230769231,0.0,4,26,13,12,2,4.0,28.0769230769,2,4,29,3.54659356429,1,116.295,116.295,116.295,2,2.0,2.0,0,0.0,0.0,4,28,1,116.295,2,0,0,23,0.636015944839,3.0,5.0
ErikSiant,thoughts prayers,doa yang diajarkan,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,6,171.387,28.5645,24.751,9,1.5,1.5,2,0.333333333333,0.0,2,16,6,5,0,3.0,16.5,2,3,15,2.25162916739,1,57.244,57.244,57.244,2,2.0,2.0,0,0.0,0.0,3,18,1,57.244,2,0,0,15,0.458333333333,1.0,3.0
halleyzone,nutrition-related morbidity,angka kesakitan terkait nutrisi,3315,0,1,0,0,0,0,1,0,0,2,9,854.48,316.06,7690.31,86,28.8,20.02,2476.87,57,31.71,24.09,1807.19,79,6.23,3.32,492.5,14,20.99,13.05,293.91,87,5.24,3.78,455.7,5,16.48,13.97,82.38,34,9.28,4.05,315.57,4,26.74,15.57,106.95,20,12.56,6.08,251.1,13,505.841,38.9108461538,24.538,21,1.61538461538,2.0,2,0.153846153846,0.0,2,27,13,11,2,3.84615384615,29.3846153846,3,3,26,3.33467914105,1,24.538,24.538,24.538,0,0.0,0.0,1,1.0,1.0,4,31,1,24.538,0,1,0,26,0.524253285544,3.0,2.0
Quella Suryatna,effecting,memberi efek,2350,0,1,0,0,0,0,0,1,0,2,1,3044.94,3044.94,3044.94,37,18.4,15.18,680.68,56,19.11,14.65,1070.23,39,4.69,4.41,182.99,33,6.61,5.92,218.03,64,6.62,5.8,423.67,17,10.37,6.91,176.35,10,13.64,7.14,136.44,1,9.52,9.52,9.52,0,,,0.0,21,369.554,17.5978095238,10.419,32,1.52380952381,2.0,7,0.333333333333,0.0,1,9,21,7,1,1.04761904762,11.2380952381,13,1,12,1.91109283536,1,9.349,9.349,9.349,2,2.0,2.0,0,0.0,0.0,2,12,1,9.349,2,0,0,10,0.527777777778,1.0,1.0
Inka_kn,adequate housing solutions,solusi pemukiman yang memadai,5985,0,1,0,1,0,0,0,0,0,1,16,988.09,354.09,15809.46,140,21.77,18.81,3048.44,43,28.02,19.33,1205.0,195,6.99,3.47,1362.36,21,12.86,7.61,269.98,237,9.93,6.7,2353.92,101,27.16,21.58,2743.3,175,12.2,7.74,2135.13,23,18.48,12.07,424.97,36,9.71,5.9,349.47,10,275.376,27.5376,19.002,18,1.8,2.0,1,0.1,0.0,3,26,10,4,3,3.7,26.5,7,4,29,1.67293303187,1,38.433,38.433,38.433,2,2.0,2.0,0,0.0,0.0,4,29,1,38.433,2,0,0,26,0.507073386384,3.0,4.0
ihadiatmaja,causalities,sebab-akibat,1365,0,1,0,0,1,0,0,0,0,1,2,965.24,965.24,1930.48,31,13.8,9.21,427.72,27,19.31,16.38,521.26,31,5.01,3.15,155.25,5,6.94,6.36,34.72,25,5.93,5.29,148.15,5,35.81,37.69,179.07,12,20.51,13.34,246.1,2,6.71,6.71,13.42,4,22.04,27.03,88.16,16,283.284,17.70525,17.308,29,1.8125,2.0,2,0.125,0.0,1,11,16,9,1,1.9375,14.6875,3,3,21,2.98345859334,1,7.324,7.324,7.324,2,2.0,2.0,0,0.0,0.0,1,12,1,7.324,2,0,0,10,0.557070707071,3.0,2.0
rifadit,imminent danger,bahaya dekat,1640,1,0,0,1,0,0,0,0,0,2,8,538.71,591.79,4309.68,21,36.37,29.83,763.71,11,52.0,45.62,572.01,21,14.78,11.5,310.39,13,26.51,27.54,344.65,15,22.4,14.92,335.93,16,37.85,30.68,605.57,14,46.55,45.62,651.7,7,64.04,68.66,448.29,5,31.12,33.61,155.59,18,556.93,30.9405555556,23.622,34,1.88888888889,2.0,2,0.111111111111,0.0,2,15,18,11,1,3.61111111111,21.6666666667,5,4,24,3.19161164175,2,105.651,52.8255,52.8255,3,1.5,1.5,1,0.5,0.5,2,12,2,71.896,2,0,0,13,0.45,3.0,4.0
iful13,communications equipment information,teknologi informasi dan komunikasi,2160,1,0,0,0,1,0,0,0,0,1,7,1021.82,1195.19,7152.75,58,31.2,28.3,1809.36,37,37.34,32.95,1381.7,51,10.61,6.99,541.16,16,14.22,11.73,227.51,59,13.92,10.94,821.45,9,18.86,12.03,169.73,23,19.84,12.49,456.35,0,,,0.0,4,51.15,38.96,204.59,16,368.414,23.025875,17.8855,28,1.75,2.0,1,0.0625,0.0,3,36,16,8,3,3.125,31.125,7,3,30,2.47460175271,1,30.505,30.505,30.505,0,0.0,0.0,1,1.0,1.0,4,34,1,30.505,0,1,0,31,0.676579520697,3.0,1.0
Nyazaaa,cash for work,modal untuk bekerja,470,0,1,0,0,1,0,0,0,0,1,2,236.87,236.87,473.73,6,20.48,19.76,122.85,3,33.85,15.64,101.54,3,14.25,10.7,42.74,1,21.79,21.79,21.79,7,20.6,9.46,144.2,0,,,0.0,3,25.93,27.96,77.8,2,8.41,8.41,16.83,0,,,0.0,17,314.508,18.5004705882,13.33,25,1.47058823529,2.0,7,0.411764705882,0.0,3,13,17,15,0,2.64705882353,15.4705882353,2,1,4,3.8521687236,1,14.61,14.61,14.61,2,2.0,2.0,0,0.0,0.0,3,19,1,14.61,2,0,0,16,0.425775978408,1.0,1.0
dinechandra,financial service,bantuan keuangan,67150,0,1,0,0,1,0,0,0,0,1,98,467.69,287.55,45834.08,1102,12.27,10.15,13522.5,1065,13.43,10.49,14299.24,1153,2.1,1.16,2421.42,10,6.2,3.93,62.02,1062,5.27,3.28,5593.63,10,28.82,31.31,288.23,30,30.4,16.55,912.06,11,13.6,2.66,149.58,88,8.68,3.09,763.66,31,299.639,9.66577419355,8.293,55,1.77419354839,2.0,3,0.0967741935484,0.0,2,17,31,9,1,2.0,16.0,12,2,16,2.59018945506,1,6.444,6.444,6.444,1,1.0,1.0,0,0.0,0.0,2,16,1,6.444,1,0,0,13,0.464869281046,3.0,5.0
SheylaNov,dying hurricane,topan yang mematikan,16110,0,1,0,1,0,0,0,0,0,2,49,633.6,565.52,31046.46,384,25.61,20.59,9835.22,150,24.27,21.71,3640.04,361,6.35,4.13,2291.92,38,13.02,6.6,494.88,550,8.71,5.84,4789.45,283,9.29,5.02,2629.89,476,8.34,5.02,3970.02,222,6.36,4.48,1411.57,24,10.11,5.26,242.54,11,328.478,29.8616363636,15.418,17,1.54545454545,2.0,4,0.363636363636,0.0,2,15,11,10,1,2.90909090909,18.1818181818,2,3,20,3.27761343682,1,14.076,14.076,14.076,2,2.0,2.0,0,0.0,0.0,3,20,1,14.076,2,0,0,14,0.519444444444,1.0,3.0
nyoman.sudarsana,tropical cyclone,topan di daerah tropis,20945,1,0,0,0,0,0,1,0,0,1,59,812.25,459.11,47922.58,525,30.44,23.02,15978.76,316,37.08,31.02,11716.78,226,11.21,6.38,2534.49,89,20.46,13.3,1821.07,339,16.57,11.12,5617.55,2,41.39,41.39,82.77,5,61.39,61.77,306.96,4,49.64,39.86,198.56,3,71.87,72.31,215.6,16,343.814,21.488375,14.703,30,1.875,2.0,1,0.0625,0.0,2,16,16,8,2,2.3125,13.875,8,2,12,2.55805107654,1,20.869,20.869,20.869,2,2.0,2.0,0,0.0,0.0,4,22,1,20.869,2,0,0,17,0.583122895623,3.0,5.0
pnrj,risk running,resiko yang ada,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,11,133.077,12.0979090909,12.237,18,1.63636363636,2.0,3,0.272727272727,0.0,2,12,11,9,0,2.36363636364,16.1818181818,3,2,15,3.02716911844,1,11.17,11.17,11.17,2,2.0,2.0,0,0.0,0.0,3,15,1,11.17,2,0,0,10,0.635714285714,1.0,3.0
pnrj,crude mortality rate (cmr),perkiraan angka kematian,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,15,471.679,31.4452666667,31.561,26,1.73333333333,2.0,2,0.133333333333,0.0,4,26,15,8,1,2.93333333333,21.2,5,3,22,,1,57.451,57.451,57.451,2,2.0,2.0,0,0.0,0.0,3,24,1,57.451,2,0,0,22,0.475621600622,3.0,3.0
adelia11,active volcanoes,gunung berapi,12755,0,1,0,0,0,1,0,0,0,1,28,804.15,424.89,22516.3,369,20.98,14.56,7742.51,109,17.91,13.21,1952.0,221,5.02,3.3,1109.4,12,17.44,7.19,209.25,310,7.89,5.78,2445.58,311,10.08,4.72,3135.61,232,7.36,3.99,1707.06,124,6.68,3.87,828.24,26,16.61,8.01,431.82,14,139.021,9.93007142857,9.3385,26,1.85714285714,2.0,2,0.142857142857,0.0,2,16,14,6,2,2.92857142857,18.2857142857,9,3,19,1.76954599256,1,9.044,9.044,9.044,1,1.0,1.0,1,1.0,1.0,2,13,1,9.044,1,1,0,14,0.361645299145,3.0,5.0
dewiekarini,unnamed sources,sumber sumber tanpa nama,1170,0,1,0,1,0,0,0,0,0,1,2,1983.65,1983.65,3967.31,30,37.0,27.29,1110.05,20,38.11,29.85,762.21,20,10.63,10.48,212.58,17,16.96,11.71,288.36,25,18.73,16.94,468.16,2,50.46,50.46,100.91,1,0.42,0.42,0.42,2,17.57,17.57,35.14,5,61.3,64.41,306.52,19,340.637,17.9282631579,14.544,29,1.52631578947,2.0,6,0.315789473684,0.0,2,15,19,12,1,3.52631578947,23.4736842105,3,5,36,3.43162356585,1,24.671,24.671,24.671,2,2.0,2.0,0,0.0,0.0,4,24,1,24.671,2,0,0,20,0.510185185185,3.0,5.0
innamayniza,damaged hurricane,kerusakan topan,21060,0,1,0,0,0,1,0,0,0,1,30,480.42,353.33,14412.66,404,10.76,9.96,4348.64,360,8.93,6.38,3214.8,344,3.07,1.78,1055.41,15,8.22,4.29,123.23,401,5.76,4.87,2309.32,12,24.89,26.92,298.7,16,32.57,30.97,521.17,6,11.07,6.56,66.44,10,22.3,21.04,223.0,17,631.037,37.1198235294,17.752,23,1.35294117647,1.0,10,0.588235294118,0.0,2,17,17,12,2,2.82352941176,18.0,5,3,18,3.28689575452,2,88.461,44.2305,44.2305,2,1.0,1.0,2,1.0,1.0,2,15,2,71.617,0,2,0,15,0.483286647993,1.0,1.0
esewele,basic health units,unit-unit pelayanan kesehatan dasar / puskesmas,5185,1,0,0,0,1,0,0,0,0,2,1,10799.81,10799.81,10799.81,153,28.41,23.08,4347.24,39,34.57,31.36,1348.1,49,5.59,4.25,274.13,93,7.6,5.13,706.89,136,7.24,5.94,985.31,1,36.65,36.65,36.65,92,5.96,2.6,548.6,0,,,0.0,4,32.75,25.18,130.99,18,416.534,23.1407777778,13.1595,33,1.83333333333,2.0,0,0.0,0.0,3,18,18,3,1,3.22222222222,22.3888888889,16,3,20,0.614369445887,1,98.029,98.029,98.029,2,2.0,2.0,0,0.0,0.0,6,47,1,98.029,2,0,0,39,0.584160756501,3.0,5.0
mariasatriyo,empower people,memberdayakan masyarakat,850,0,1,0,1,0,0,0,0,0,1,1,907.47,907.47,907.47,19,15.88,10.76,301.8,11,17.25,19.41,189.74,13,6.22,4.1,80.87,4,7.3,6.81,29.19,20,8.2,7.26,163.94,2,7.4,7.4,14.8,3,9.85,9.42,29.55,4,7.28,6.37,29.11,0,,,0.0,16,343.029,21.4393125,22.7685,28,1.75,2.0,3,0.1875,0.0,2,14,16,7,1,2.0,21.1875,5,2,19,2.55503653258,3,83.574,27.858,32.469,5,1.66666666667,2.0,1,0.333333333333,0.0,2,24,3,32.469,1,1,0,21,0.455158730159,3.0,5.0
sribon,less-malnourished children,anak malnutrisi,2080,0,1,0,0,0,1,0,0,0,1,1,3098.0,3098.0,3098.0,45,18.31,11.4,824.06,38,28.36,21.55,1077.7,24,6.94,3.96,166.6,17,6.38,5.25,108.38,53,7.09,6.11,376.03,5,12.85,10.88,64.25,9,21.84,28.88,196.59,3,39.35,41.53,118.04,3,19.11,22.83,57.33,15,288.571,19.2380666667,20.068,24,1.6,2.0,3,0.2,0.0,2,26,15,10,1,3.46666666667,23.3333333333,4,3,16,3.10689059561,1,13.165,13.165,13.165,1,1.0,1.0,1,1.0,1.0,2,15,1,13.165,1,1,0,18,0.537606837607,2.0,5.0
LUFANDA,political and security,politisi dan pengaman,98155,0,1,0,0,1,0,0,0,0,2,149,1110.04,736.83,165395.99,1472,29.33,24.19,43169.56,3033,15.24,8.38,46219.2,2538,3.89,1.79,9883.49,195,8.55,3.71,1667.09,2804,5.48,3.6,15356.16,39,26.09,15.7,1017.49,362,6.13,1.1,2218.25,366,2.96,1.06,1083.18,383,6.31,1.02,2418.29,21,317.824,15.1344761905,11.204,35,1.66666666667,2.0,1,0.047619047619,0.0,3,22,21,5,2,3.0,20.1428571429,15,3,20,1.37525806867,1,19.82,19.82,19.82,1,1.0,1.0,0,0.0,0.0,3,21,1,19.82,1,0,0,12,0.696248196248,3.0,5.0
fazil.miswari,help rebuilt,help rebuilt,4320,1,0,0,0,0,1,0,0,0,1,12,829.11,484.32,9949.3,105,26.15,24.44,2745.81,97,25.28,17.47,2451.68,88,7.46,3.94,656.61,14,15.29,5.43,214.07,104,12.65,7.04,1315.82,7,46.42,29.2,324.91,8,26.57,18.97,212.57,10,7.23,1.03,72.31,16,14.94,9.53,239.02,21,343.714,16.3673333333,12.29,40,1.90476190476,2.0,1,0.047619047619,0.0,2,12,21,11,1,2.80952380952,23.619047619,9,3,26,2.84330194597,1,39.14,39.14,39.14,0,0.0,0.0,1,1.0,1.0,2,12,1,39.14,0,1,0,0,1.0,2.0,1.0
tshabr,community-based approach,pendekatan berdasarkan kelompok,3090,0,1,0,0,0,1,0,0,0,1,6,774.18,766.02,4645.1,100,17.51,11.78,1751.41,25,15.15,13.89,378.76,72,3.17,2.51,228.03,1,10.07,10.07,10.07,55,5.85,4.88,321.52,69,8.15,4.51,562.2,125,7.12,4.32,890.11,63,5.59,3.66,352.15,98,4.2,3.32,411.45,18,408.425,22.6902777778,13.9385,33,1.83333333333,2.0,1,0.0555555555556,0.0,2,24,18,7,2,3.05555555556,30.6666666667,7,3,29,2.21652169818,1,12.144,12.144,12.144,2,2.0,2.0,0,0.0,0.0,3,31,1,12.144,2,0,0,25,0.52546870692,3.0,5.0
tiamumtaz,community health workers,pemberi layanan kesehatan masyarakat,935,0,1,0,0,1,0,0,0,0,2,4,397.8,121.33,1591.21,25,20.29,17.5,507.26,9,23.86,16.14,214.73,16,7.24,3.58,115.77,10,9.44,6.54,94.42,29,8.63,6.53,250.4,6,8.83,4.35,53.0,17,15.4,7.81,261.84,1,11.56,11.56,11.56,0,,,0.0,15,359.896,23.9930666667,18.313,25,1.66666666667,2.0,4,0.266666666667,0.0,3,24,15,8,2,3.2,29.0666666667,5,3,28,2.73291456398,1,23.682,23.682,23.682,2,2.0,2.0,0,0.0,0.0,4,36,1,23.682,2,0,0,28,0.55787037037,3.0,4.0
pnrj,run massive,berlangsung secara besar-besaran,463845,0,1,0,0,0,1,0,0,0,1,1214,740.8,392.64,899331.38,2017,17.84,14.69,35974.45,3531,14.09,11.16,49739.6,48081,2.45,1.42,117676.27,2638,4.61,3.07,12158.73,9556,4.67,3.38,44629.81,5053,5.16,2.64,26066.77,38522,5.02,3.25,193242.8,5430,4.96,2.79,26911.79,46494,4.89,3.25,227132.94,12,496.947,41.41225,36.693,18,1.5,1.5,5,0.416666666667,0.0,2,11,12,12,1,2.41666666667,20.0833333333,1,2,23,3.70043971814,1,16.736,16.736,16.736,2,2.0,2.0,0,0.0,0.0,3,32,1,16.736,2,0,0,25,0.492424242424,1.0,3.0
andyhardiyanti,community-based organizations (cbos),organisasi kemasyarakatan,529680,0,1,0,0,0,1,0,0,0,1,577,696.23,348.85,401722.4,1408,13.85,10.82,19505.11,14009,10.0,6.82,140157.99,14890,3.17,0.97,47262.41,40,9.22,2.85,368.63,14419,4.33,2.1,62470.87,339,5.27,2.65,1787.04,757,10.84,4.06,8206.2,115,21.9,11.66,2518.21,173,23.77,14.46,4112.91,12,274.271,22.8559166667,13.3445,22,1.83333333333,2.0,1,0.0833333333333,0.0,3,36,12,7,2,2.91666666667,29.6666666667,5,3,29,,1,12.677,12.677,12.677,2,2.0,2.0,0,0.0,0.0,2,25,1,12.677,2,0,0,28,0.580152505447,3.0,3.0
rettydputri,multiple risks,banyak resiko,980,0,1,0,0,0,1,0,0,0,2,9,369.47,260.36,3325.21,18,38.03,32.7,684.57,14,50.8,47.05,711.18,22,6.58,3.81,144.69,9,15.69,8.18,141.17,12,12.48,7.96,149.81,11,22.16,21.17,243.73,21,18.0,11.92,377.98,0,,,0.0,6,12.12,9.93,72.72,17,368.201,21.6588823529,15.158,30,1.76470588235,2.0,4,0.235294117647,0.0,2,14,17,11,1,2.17647058824,15.5294117647,3,2,13,3.29277019394,1,56.079,56.079,56.079,2,2.0,2.0,0,0.0,0.0,2,13,1,56.079,2,0,0,11,0.518925518926,3.0,5.0
LUFANDA,physical assets,badan aset,98155,0,1,0,0,1,0,0,0,0,2,149,1110.04,736.83,165395.99,1472,29.33,24.19,43169.56,3033,15.24,8.38,46219.2,2538,3.89,1.79,9883.49,195,8.55,3.71,1667.09,2804,5.48,3.6,15356.16,39,26.09,15.7,1017.49,362,6.13,1.1,2218.25,366,2.96,1.06,1083.18,383,6.31,1.02,2418.29,16,224.501,14.0313125,10.194,27,1.6875,2.0,1,0.0625,0.0,2,15,16,6,2,2.0625,10.875,11,2,10,1.62164076219,1,15.321,15.321,15.321,0,0.0,0.0,1,1.0,1.0,2,10,1,15.321,0,1,0,9,0.611111111111,3.0,1.0
AnggaPW,water rises,kenaikan muka air,2925,1,0,0,0,1,0,0,0,0,2,14,507.81,267.38,7109.41,69,23.28,16.18,1606.5,56,26.92,21.34,1507.4,53,6.13,3.53,325.14,31,15.75,8.99,488.32,77,10.8,5.88,831.98,8,39.5,23.76,315.97,36,17.34,12.31,624.2,9,19.24,8.86,173.18,9,18.4,5.6,165.58,10,109.132,10.9132,10.108,17,1.7,2.0,1,0.1,0.0,2,11,10,6,1,2.3,12.8,3,2,8,2.44643934467,1,8.297,8.297,8.297,1,1.0,1.0,0,0.0,0.0,3,17,1,8.297,1,0,0,15,0.366310160428,2.0,5.0
ErikSiant,registered children,anak-anak yang tercatat,130240,1,0,0,0,1,0,0,0,0,1,304,1241.14,765.06,377307.1,1337,37.2,29.99,49743.04,3063,29.97,21.74,91798.12,2804,10.41,6.54,29179.44,967,16.25,9.84,15713.72,4425,9.73,7.8,43052.35,741,30.97,21.54,22952.04,1422,21.59,12.37,30704.47,764,21.26,13.29,16244.95,133,27.21,13.51,3619.45,23,447.092,19.4387826087,10.063,39,1.69565217391,2.0,2,0.0869565217391,0.0,2,19,23,9,1,2.73913043478,20.3043478261,8,3,24,2.81977383503,1,90.715,90.715,90.715,2,2.0,2.0,0,0.0,0.0,3,23,1,90.715,2,0,0,22,0.358886346301,3.0,5.0
mayamalidra,older people,orang-orang yang lebih tua,101830,0,1,0,0,0,1,0,0,0,1,156,629.92,543.92,98267.3,1761,11.27,9.28,19841.9,1545,11.81,9.75,18246.06,2248,3.35,2.31,7531.1,268,5.64,4.43,1512.31,3706,6.17,4.77,22857.87,1414,4.53,2.39,6410.7,2235,5.1,2.99,11397.11,1096,3.94,2.89,4322.84,95,10.87,7.13,1032.82,20,183.714,9.1857,7.8475,32,1.6,2.0,4,0.2,0.0,2,12,20,10,1,2.9,15.65,7,4,20,2.83935387217,1,12.435,12.435,12.435,2,2.0,2.0,0,0.0,0.0,4,26,1,12.435,2,0,0,21,0.465811965812,3.0,5.0
