source-word,target-word,origin_n_show,origin_total_duration,origin_mean_duration,origin_median_duration,origin_total_vote_up,origin_mean_vote_up,origin_median_vote_up,origin_total_vote_down,origin_mean_vote_down,origin_median_vote_down,origin_n_gram,origin_n_char,origin_n_user,origin_n_diff_translation,origin_readibility,origin_mean_n_gram_translation,origin_mean_n_char_translation,origin_num_most_common_translation,origin_most_common_n_gram,origin_most_common_n_char,origin_word_entropy,translation_n_show,translation_total_duration,translation_mean_duration,translation_median_duration,translation_total_vote_up,translation_mean_vote_up,translation_median_vote_up,translation_total_vote_down,translation_mean_vote_down,translation_median_vote_down,translation_n_gram,translation_n_char,translation_n_user,is_top_translation,translation_lv_distance,translation_jaro_distance,manual_origin_source,manual_assessment
subprime mortgage crisis,krisis subprime mortgage,10,467.865,46.7865,36.0885,11,1.1,1,7,0.7,0.5,3,24,10,9,3,4.7,33.7,2,3,24,3.121928095,2,71.291,35.6455,35.6455,1,0.5,0.5,2,1,1,3,24,2,1,14,0.738888889,1,1
prudence,kewaspadaan,14,342.923,24.4945,17.1055,27,1.928571429,2,0,0,0,1,8,14,3,1,1,12.78571429,12,1,13,0.734529921,1,20.846,20.846,20.846,2,2,2,0,0,0,1,11,1,0,11,0.310606061,3,5
building code,pedoman pembangunan,15,416.553,27.7702,12.342,26,1.733333333,2,1,0.066666667,0,2,13,15,11,0,2.266666667,18,3,2,14,3.272905595,1,58.399,58.399,58.399,1,1,1,0,0,0,2,19,1,0,18,0.481331534,1,5
expansion of pests and diseases,penyebarana hama dan penyakit,15,500.612,33.37413333,30.293,24,1.6,2,5,0.333333333,0,5,31,15,10,2,3.6,26.6,4,4,28,3.106890596,1,46.06,46.06,46.06,2,2,2,0,0,0,4,29,1,0,25,0.554668586,1,5
weather-related events,acara terkait cuaca,14,252.404,18.02885714,16.188,23,1.642857143,2,4,0.285714286,0,2,22,14,9,1,3.785714286,28.85714286,3,3,19,2.985228136,3,68.715,22.905,23.447,3,1,1,2,0.666666667,1,3,19,3,1,18,0.469896332,3,5
disputes,perselisihan,15,208.556,13.90373333,13.051,26,1.733333333,2,1,0.066666667,0,1,8,15,6,1,1,10.13333333,8,1,12,1.989898095,8,139.407,17.425875,13.985,14,1.75,2,0,0,0,1,12,8,1,11,0.547222222,3,5
stimulate local economies,meningkatkan ekonomi lokal,14,343.66,24.54714286,16.9375,26,1.857142857,2,1,0.071428571,0,3,25,14,10,2,3,25.85714286,3,3,24,3.182005815,1,10.119,10.119,10.119,2,2,2,0,0,0,3,26,1,0,19,0.621085973,3,5
alternatively integrated,disatukan kembali dengan cara lain,15,465.911,31.06073333,24.953,25,1.666666667,2,3,0.2,0,2,24,15,10,2,2.866666667,26.93333333,3,3,30,3.139572262,1,12.757,12.757,12.757,2,2,2,0,0,0,5,34,1,0,27,0.555392157,2,4
altercation,perkelahian,21,514.792,24.51390476,16.648,37,1.761904762,2,1,0.047619048,0,1,11,21,8,1,1,11.23809524,13,1,12,2.006330931,1,5.657,5.657,5.657,2,2,2,0,0,0,1,11,1,0,8,0.641414141,3,5
dental,gigi,14,276.132,19.72371429,12.131,20,1.428571429,1.5,4,0.285714286,0,1,6,14,8,1,1.571428571,9.785714286,7,1,4,2.403677461,7,101.731,14.533,4.732,11,1.571428571,2,1,0.142857143,0,1,4,7,1,6,0,3,5
medical examiner,pemeriksaan medis,12,262.049,21.83741667,17.446,22,1.833333333,2,1,0.083333333,0,2,16,12,3,2,2,16.33333333,7,2,15,1.669180337,2,69.546,34.773,34.773,3,1.5,1.5,0,0,0,2,17,2,0,14,0.626671123,3,5
risk-bearing entities,entitas yang menanggung risiko,7,245.295,35.04214286,23.314,13,1.857142857,2,1,0.142857143,0,2,21,7,7,2,3,22.71428571,1,3,25,2.807354922,1,17.01,17.01,17.01,2,2,2,0,0,0,4,30,1,0,23,0.568253968,1,5
highway,jalan bebas hambatan,26,327.969,12.61419231,9.7055,37,1.423076923,2,9,0.346153846,0,1,7,26,6,0,2.076923077,10.65384615,11,2,9,2.053953745,1,9.565,9.565,9.565,2,2,2,0,0,0,3,20,1,0,18,0.295238095,3,5
grieves,duka,17,230.316,13.548,11.159,28,1.647058824,2,3,0.176470588,0,1,7,17,9,0,1.294117647,8.705882353,4,2,12,3.05881389,1,5.902,5.902,5.902,2,2,2,0,0,0,1,4,1,0,7,0,3,5
lack of coordination,kurang kerjasama,30,476.713,15.89043333,12.003,55,1.833333333,2,2,0.066666667,0,3,20,30,10,1,2.033333333,18.6,11,2,17,2.554121502,2,18.319,9.1595,9.1595,3,1.5,1.5,0,0,0,2,16,2,0,17,0.3875,3,4
multisectoral,multisektor,21,310.902,14.80485714,12.352,39,1.857142857,2,1,0.047619048,0,1,13,21,10,1,1.523809524,12.66666667,6,1,13,2.951143018,4,26.136,6.534,6.1785,8,2,2,0,0,0,1,11,4,0,3,0.892773893,3,5
community-based organizations (CBOS),organisasi kemasyarakatan,12,274.271,22.85591667,13.3445,22,1.833333333,2,1,0.083333333,0,3,36,12,7,2,2.916666667,29.66666667,5,3,29,,1,12.677,12.677,12.677,2,2,2,0,0,0,2,25,1,0,28,0.580152505,,3
resilient city,kota yang kuat,17,475.971,27.99829412,19.968,27,1.588235294,2,5,0.294117647,0,2,14,17,11,1,3.176470588,17.64705882,5,3,17,3.169248696,1,6.718,6.718,6.718,0,0,0,1,1,1,3,14,1,0,12,0.44047619,2,5
Planned temporary settlements,permukiman sementara yang direncakan,11,278.927,25.357,23.085,19,1.727272727,2,2,0.181818182,0,3,29,11,10,2,3.727272727,33.72727273,2,3,29,,1,33.335,33.335,33.335,2,2,2,0,0,0,4,36,1,0,27,0.569755327,,5
implementation,implementasi,13,135.838,10.44907692,9.431,23,1.769230769,2,0,0,0,1,14,13,3,1,1,11.23076923,9,1,12,1.140115679,9,94.145,10.46055556,8.506,16,1.777777778,2,0,0,0,1,12,9,1,3,0.900793651,3,5
multi-hazard early warning systems,sistem peringatan awal multi-bahaya,13,288.029,22.15607692,18.888,24,1.846153846,2,1,0.076923077,0,4,34,13,10,3,4.769230769,36.46153846,3,4,35,3.180832987,1,18.888,18.888,18.888,1,1,1,1,1,1,4,35,1,0,30,0.596358543,3,5
trauma care,perawatan trauma,12,297.321,24.77675,11.132,21,1.75,2,0,0,0,2,11,12,8,1,2.5,19.83333333,4,2,16,2.751629167,4,35.009,8.75225,7.3665,8,2,2,0,0,0,2,16,4,1,11,0.596049784,3,5
community health workers,tenaga kesehatan masyarakat,15,359.896,23.99306667,18.313,25,1.666666667,2,4,0.266666667,0,3,24,15,8,2,3.2,29.06666667,5,3,28,2.732914564,1,9.013,9.013,9.013,0,0,0,1,1,1,3,27,1,0,24,0.546177588,3,5
capacity gaps,kesenjangan daya tampung,14,285.676,20.40542857,13.6485,22,1.571428571,2,2,0.142857143,0,2,13,14,6,1,2.071428571,19.85714286,7,2,21,2.117963175,1,86.312,86.312,86.312,2,2,2,0,0,0,3,24,1,0,18,0.577991453,3,4
help tornado,bantuan tornado,13,184.383,14.18330769,7.905,18,1.384615385,1,4,0.307692308,0,2,12,13,10,1,2.307692308,17,4,2,15,3.235926351,4,35.155,8.78875,7.4255,7,1.75,2,0,0,0,2,15,4,1,7,0.65,1,3
vulnerable groups,kelompok yang mudah diserang,21,317.784,15.13257143,10.694,40,1.904761905,2,0,0,0,2,17,21,8,1,2.428571429,17.14285714,11,2,15,2.199281813,1,25.786,25.786,25.786,2,2,2,0,0,0,4,28,1,0,24,0.558759868,3,5
urgent,penting,18,238.731,13.26283333,8.987,34,1.888888889,2,2,0.111111111,0,1,6,18,6,1,1,7,8,1,7,2.197159723,8,103.785,12.973125,13.565,14,1.75,2,2,0.25,0,1,7,8,1,6,0.642857143,3,5
distribution facilities,fasilitas distrubusi,17,306.037,18.00217647,9.288,28,1.647058824,2,0,0,0,2,23,17,6,2,2,20.64705882,10,2,20,1.898093374,1,9.102,9.102,9.102,2,2,2,0,0,0,2,20,1,0,19,0.626708075,3,5
capacity growth,kapasitas pertumbuhan,20,284.739,14.23695,13.1185,37,1.85,2,1,0.05,0,2,15,20,7,1,2,20.4,10,2,21,2.160964047,4,44.285,11.07125,12.0105,7,1.75,2,1,0.25,0,2,21,4,0,13,0.676190476,3,2
foods,makanan,16,89.708,5.60675,5.2865,30,1.875,2,0,0,0,1,5,16,2,0,1.0625,7.3125,15,1,7,0.337290067,15,84.099,5.6066,4.964,28,1.866666667,2,0,0,0,1,7,15,1,7,0,3,5
rapid urbanization,urbanisasi yang begitu cepat,20,291.393,14.56965,12.7265,36,1.8,2,4,0.2,0,2,18,20,10,1,2.7,20.15,9,3,21,2.695461844,1,18.416,18.416,18.416,2,2,2,0,0,0,4,28,1,0,22,0.600630851,3,5
sentinel surveillance,sentinel surveillance,12,474.201,39.51675,36.9675,16,1.333333333,1,7,0.583333333,1,2,21,12,7,2,1.833333333,16.75,3,1,10,2.625814584,1,17.193,17.193,17.193,0,0,0,1,1,1,2,21,1,0,0,1,1,3
chemical spills,rembesan bahan kimia,11,261.97,23.81545455,21.126,19,1.727272727,2,1,0.090909091,0,2,15,11,7,1,2.454545455,17.27272727,3,3,20,2.594906618,1,29.708,29.708,29.708,2,2,2,0,0,0,3,20,1,0,16,0.511111111,3,3
existing disaster risks,risiko bencana yang sudah ada,16,384.222,24.013875,17.573,29,1.8125,2,2,0.125,0,3,23,16,9,2,3.9375,24,6,4,23,2.733458593,1,9.78,9.78,9.78,2,2,2,0,0,0,5,29,1,0,25,0.467675253,3,5
risk reduction policies,kebijakan yang meminimalisir risiko,16,320.009,20.0005625,13.6545,29,1.8125,2,0,0,0,3,23,16,6,2,3.0625,28.9375,8,3,28,2,1,89.909,89.909,89.909,2,2,2,0,0,0,4,35,1,0,27,0.482643202,3,5
private sectors,sektor swasta,22,199.099,9.049954545,7.159,40,1.818181818,2,3,0.136363636,0,2,15,22,4,2,1.954545455,12.90909091,12,2,13,1.612650233,12,120.685,10.05708333,7.159,22,1.833333333,2,1,0.083333333,0,2,13,12,1,13,0.54957265,3,5
risk running,resiko yang ada,11,133.077,12.09790909,12.237,18,1.636363636,2,3,0.272727273,0,2,12,11,9,0,2.363636364,16.18181818,3,2,15,3.027169118,1,11.17,11.17,11.17,2,2,2,0,0,0,3,15,1,0,10,0.635714286,1,3
affecting,mempengaruhi,18,192.158,10.67544444,9.03,32,1.777777778,2,1,0.055555556,0,1,9,18,4,1,1,11.77777778,14,1,12,1.09753784,14,160.702,11.47871429,9.5455,25,1.785714286,2,1,0.071428571,0,1,12,14,1,11,0.509259259,3,5
physical factors,faktor-faktor fisik,18,177.427,9.857055556,6.3065,34,1.888888889,2,0,0,0,2,16,18,4,2,2.166666667,13.27777778,15,2,12,0.914182838,1,15.867,15.867,15.867,2,2,2,0,0,0,2,19,1,0,15,0.515350877,3,5
blast,serangan,18,290.822,16.15677778,14.146,34,1.888888889,2,0,0,0,1,5,18,4,0,1,7.277777778,15,1,7,0.914182838,1,16.531,16.531,16.531,2,2,2,0,0,0,1,8,1,0,7,0.383333333,3,5
exposure,pemaparan,20,374.325,18.71625,11.958,33,1.65,2,3,0.15,0,1,8,20,12,1,1,8.85,4,1,9,3.28418372,4,30.397,7.59925,9.1045,8,2,2,0,0,0,1,9,4,1,8,0.458333333,3,1
acute malnutrition,kurang gizi akut,34,570.85,16.78970588,12.546,60,1.764705882,2,2,0.058823529,0,2,18,28,10,1,2.617647059,17.61764706,14,2,15,2.604451536,5,54.216,10.8432,12.558,8,1.6,2,1,0.2,0,3,16,4,0,16,0.539351852,3,5
relief programs,program pertolongan,16,328.25,20.515625,13.792,30,1.875,2,0,0,0,2,15,16,5,2,2.0625,16.125,12,2,15,1.311278124,1,21.106,21.106,21.106,2,2,2,0,0,0,2,19,1,0,14,0.597660819,3,4
harmful practices,praktik-praktik yang membahayakan,20,449.106,22.4553,13.3035,35,1.75,2,3,0.15,0,2,17,20,13,2,2.4,20.3,5,2,17,3.441446071,1,57.311,57.311,57.311,2,2,2,0,0,0,3,33,1,0,27,0.489601901,3,5
common diseases in emergencies,penyakit umum dalam keadaan darurat,14,452.255,32.30392857,20.018,26,1.857142857,2,2,0.142857143,0,4,30,14,11,3,5.357142857,37.57142857,3,5,35,3.324862958,3,41.3,13.76666667,11.313,6,2,2,0,0,0,5,35,3,1,32,0.479365079,3,5
slope failure,kemiringan lereng,9,226.131,25.12566667,15.829,11,1.222222222,1,5,0.555555556,0,2,13,9,4,1,1.888888889,14.88888889,6,2,17,1.446616668,6,108.264,18.044,13.5675,10,1.666666667,2,1,0.166666667,0,2,17,6,1,13,0.55483732,1,3
building,gedung,22,179.165,8.143863636,4.8615,40,1.818181818,2,1,0.045454545,0,1,8,22,3,0,1,7.909090909,18,1,8,0.865856617,2,64.198,32.099,32.099,4,2,2,0,0,0,1,6,2,0,5,0.638888889,3,5
small and medium enterprises,ukm,19,352.621,18.559,13.302,37,1.947368421,2,0,0,0,4,28,19,6,2,3.894736842,24,12,4,24,1.773214355,1,2.525,2.525,2.525,2,2,2,0,0,0,1,3,1,0,27,0.456349206,3,5
the dimensions of resilience,dimensi resiliensi,8,204.423,25.552875,18.888,14,1.75,2,2,0.25,0,4,28,8,3,2,2.125,18.25,6,2,17,1.061278124,1,9.162,9.162,9.162,1,1,1,1,1,1,2,18,1,0,12,0.693666355,3,5
gender sensitivity,sensifitas jenis kelamin,17,417.92,24.58352941,23.967,31,1.823529412,2,0,0,0,2,18,17,11,2,2.647058824,21.70588235,4,2,19,3.219528282,1,43.019,43.019,43.019,1,1,1,0,0,0,3,24,1,0,18,0.583333333,3,4
continuous improvement,kemajuan yang berkelanjutan,24,662.363,27.59845833,23.0035,43,1.791666667,2,0,0,0,2,22,24,14,2,2.458333333,25.33333333,5,2,23,3.569773835,1,57.504,57.504,57.504,2,2,2,0,0,0,3,27,1,0,23,0.508305275,3,5
disaster-resistant water supply system,sistem persediaan air selama bencana,12,351.005,29.25041667,24.797,21,1.75,2,1,0.083333333,0,4,38,12,11,3,5.333333333,36.5,2,5,32,3.418295834,1,17.619,17.619,17.619,2,2,2,0,0,0,5,36,1,0,27,0.675586914,3,2
local governance actors,aktor pemerintahan setempat,13,305.197,23.47669231,19.815,23,1.769230769,2,0,0,0,3,23,13,13,3,3.153846154,24.92307692,1,3,22,3.700439718,1,19.815,19.815,19.815,2,2,2,0,0,0,3,27,1,0,20,0.590023771,3,5
prescribed medications,menentukan pengobatan,18,383.016,21.27866667,15.3505,34,1.888888889,2,1,0.055555556,0,2,22,18,11,2,2.666666667,18.83333333,6,3,20,3.044110418,1,46.224,46.224,46.224,2,2,2,0,0,0,2,21,1,0,18,0.501443001,3,5
flood alerts,tanda banjir,19,276.338,14.54410526,8.454,37,1.947368421,2,0,0,0,2,12,19,4,0,2,16.21052632,14,2,17,1.456779649,2,20.93,10.465,10.465,4,2,2,0,0,0,2,12,2,0,11,0.472222222,3,5
stream,arus,16,436.523,27.2826875,18.274,28,1.75,2,1,0.0625,0,1,6,16,4,0,1,5.9375,13,1,6,0.993392729,1,61.956,61.956,61.956,2,2,2,0,0,0,1,4,1,0,5,0.472222222,3,5
toll rises,korban meningkat,12,383.285,31.94041667,21.136,19,1.583333333,2,3,0.25,0,2,10,12,9,1,2.416666667,17.75,2,2,16,3.084962501,2,22.316,11.158,11.158,3,1.5,1.5,1,0.5,0.5,2,16,2,1,13,0.470833333,3,5
business start-up kits,alat membangun bisnis,14,460.553,32.89664286,22.5805,18,1.285714286,1.5,5,0.357142857,0,3,22,14,13,1,3.142857143,24.92857143,2,3,27,3.664497779,1,21.374,21.374,21.374,0,0,0,2,2,2,3,21,1,0,19,0.523088023,3,3
stimulate local economies,stimulasi ekonomi lokal,14,343.66,24.54714286,16.9375,26,1.857142857,2,1,0.071428571,0,3,25,14,10,2,3,25.85714286,3,3,24,3.182005815,1,11.769,11.769,11.769,1,1,1,1,1,1,3,23,1,0,15,0.774309687,3,5
mental,besi,18,221.464,12.30355556,7.073,34,1.888888889,2,1,0.055555556,0,1,6,18,6,1,1,5.888888889,13,1,6,1.497385205,1,8.045,8.045,8.045,0,0,0,1,1,1,1,4,1,0,5,0.472222222,3,1
people,penduduk,19,174.334,9.175473684,8.476,35,1.842105263,2,2,0.105263158,0,1,6,19,6,0,1,8.052631579,7,1,5,2.074087045,1,14.24,14.24,14.24,1,1,1,1,1,1,1,8,1,0,6,0.527777778,3,5
the patterns of population,pola dari populasi,15,236.492,15.76613333,11.321,26,1.733333333,2,3,0.2,0,4,26,15,5,2,2.266666667,15.53333333,9,2,13,1.738268928,2,25.655,12.8275,12.8275,4,2,2,0,0,0,3,18,2,0,16,0.653032153,3,5
hazardous,sangat berbahaya,14,123.948,8.853428571,8.607,26,1.857142857,2,1,0.071428571,0,1,9,14,5,1,1.142857143,9.5,9,1,9,1.62668885,1,4.593,4.593,4.593,2,2,2,0,0,0,2,16,1,0,13,0.506944444,3,5
undamaged,kondisi baik,14,206.492,14.74942857,12.777,24,1.714285714,2,2,0.142857143,0,1,9,14,5,1,1.571428571,8.428571429,6,1,4,1.870253816,1,5.245,5.245,5.245,1,1,1,1,1,1,2,12,1,0,10,0.527777778,3,5
oceanic process,proses yang berhubungan dengan lautan,12,211.917,17.65975,14.5985,23,1.916666667,2,0,0,0,2,15,12,4,1,2.5,19.08333333,9,2,15,1.20751875,1,20.182,20.182,20.182,2,2,2,0,0,0,5,37,1,0,31,0.478978979,2,5
viruses,penyebaran virus,24,227.726,9.488583333,8.2465,43,1.791666667,2,3,0.125,0,1,7,24,4,1,1.083333333,7.708333333,14,1,5,1.364005463,1,20.132,20.132,20.132,1,1,1,1,1,1,2,16,1,0,13,0.303571429,3,3
Centers for Disease Control (CDC),pusat pengedalian penyakit,20,545.953,27.29765,18.0145,30,1.5,2,7,0.35,0,5,33,20,7,3,3.2,26.45,9,3,27,,1,23.093,23.093,23.093,1,1,1,1,1,1,3,26,1,0,29,0.511377511,,5
trauma care,penanganan trauma,12,297.321,24.77675,11.132,21,1.75,2,0,0,0,2,11,12,8,1,2.5,19.83333333,4,2,16,2.751629167,2,24.58,12.29,12.29,4,2,2,0,0,0,2,17,2,0,13,0.516221034,3,5
effective governance,pemerintahan yang efektif,16,237.621,14.8513125,12.612,31,1.9375,2,0,0,0,2,20,16,7,2,2.5,22.4375,6,3,25,2.305036533,6,96.258,16.043,8.993,12,2,2,0,0,0,3,25,6,1,21,0.582222222,3,5
recycling of solid waste,daur ulang sampah padat,14,247.614,17.68671429,16.7795,24,1.714285714,2,2,0.142857143,0,4,24,14,6,2,3.785714286,23.07142857,5,4,23,2.148834854,5,98.653,19.7306,18.362,10,2,2,0,0,0,4,23,5,1,19,0.55462231,3,5
emotionally wrenching,merenggangkan emosi,14,386.326,27.59471429,25.935,25,1.785714286,2,3,0.214285714,0,2,21,14,8,2,2.642857143,22.42857143,6,3,26,2.556656707,1,41.287,41.287,41.287,2,2,2,0,0,0,2,19,1,0,18,0.522974102,1,2
sustained recovery,pemulihan yang berkelanjutan,17,396.798,23.34105882,18.189,28,1.647058824,2,3,0.176470588,0,2,18,17,4,2,2.235294118,23.88235294,11,2,23,1.378418853,4,174.555,43.63875,38.015,7,1.75,2,1,0.25,0,3,28,4,0,23,0.537566138,3,5
emotionally exhausting,lelah secara emosional,14,327.38,23.38428571,16.4935,23,1.642857143,2,3,0.214285714,0,2,22,14,8,2,2.714285714,21.5,5,3,27,2.638460067,3,54.4,18.13333333,16.854,6,2,2,0,0,0,3,22,3,0,19,0.613636364,3,5
distribution facilities,sarana pendistribusian,17,306.037,18.00217647,9.288,28,1.647058824,2,0,0,0,2,23,17,6,2,2,20.64705882,10,2,20,1.898093374,1,104.68,104.68,104.68,2,2,2,0,0,0,2,22,1,0,19,0.564862674,3,5
disaster response,respon terhadap bencana,17,287.629,16.91935294,10.337,33,1.941176471,2,0,0,0,2,17,17,4,2,2.294117647,17.35294118,6,2,14,1.932804578,5,58.865,11.773,11.583,10,2,2,0,0,0,3,23,5,0,17,0.603651606,3,5
delivers,menyampaikan,13,218.287,16.79130769,7.9,26,2,2,0,0,0,1,8,13,7,1,1,10.07692308,3,1,12,2.661226256,3,121.524,40.508,14.285,6,2,2,0,0,0,1,12,3,1,11,0.472222222,3,5
recurring,terus terjadi,22,283.154,12.87063636,10.2785,40,1.818181818,2,0,0,0,1,9,22,9,1,1.318181818,10.72727273,12,1,8,2.322179346,1,6.505,6.505,6.505,2,2,2,0,0,0,2,13,1,0,10,0.500712251,3,5
flood levies,pungutan banjir,15,490.952,32.73013333,20.346,22,1.466666667,2,4,0.266666667,0,2,12,15,7,0,2,15,7,2,15,2.330124965,7,197.591,28.22728571,15.481,10,1.428571429,2,2,0.285714286,0,2,15,7,1,14,0.433333333,1,1
preservation,mengawetkan,17,380.977,22.41041176,18.212,31,1.823529412,2,2,0.117647059,0,1,12,17,7,1,1.058823529,11.64705882,8,1,11,2.46132014,1,6.049,6.049,6.049,1,1,1,1,1,1,1,11,1,0,9,0.557070707,3,4
fatality,kefatalan,23,307.547,13.3716087,12.373,35,1.52173913,2,8,0.347826087,0,1,8,23,6,1,1,7.565217391,13,1,8,1.910269941,2,34.588,17.294,17.294,2,1,1,1,0.5,0.5,1,9,2,0,5,0.726851852,3,4
international cooperation,kerja sama internasional,28,504.578,18.02064286,15.67,50,1.785714286,2,5,0.178571429,0,2,25,28,8,2,2.142857143,23.25,15,2,23,2.285451377,4,78.083,19.52075,16.3485,7,1.75,2,1,0.25,0,3,24,4,0,17,0.602222222,3,5
anemia,kurang sarah,19,191.876,10.09873684,9.995,34,1.789473684,2,1,0.052631579,0,1,6,19,5,1,1.578947368,10.47368421,9,1,6,1.904278829,1,10.142,10.142,10.142,1,1,1,0,0,0,2,12,1,0,9,0.583333333,3,3
air controller service,pelayanan lalu lintas penerbangan,17,530.428,31.20164706,28.34,32,1.882352941,2,0,0,0,3,22,17,11,1,2.941176471,22.76470588,6,3,24,3.057476076,1,54.186,54.186,54.186,2,2,2,0,0,0,4,33,1,0,27,0.533411033,2,5
expansion of pests and diseases,wabah,15,500.612,33.37413333,30.293,24,1.6,2,5,0.333333333,0,5,31,15,10,2,3.6,26.6,4,4,28,3.106890596,1,8.067,8.067,8.067,0,0,0,1,1,1,1,5,1,0,29,0.410752688,1,1
economic costs of damages,biaya ekonomi dari kerusakan,14,398.897,28.49264286,21.374,20,1.428571429,1.5,3,0.214285714,0,4,25,14,13,2,3.428571429,24.35714286,2,4,28,3.664497779,2,54.902,27.451,27.451,3,1.5,1.5,0,0,0,4,28,2,1,22,0.543809524,3,5
unsustainable uses of natural resources,penggunaan sumber daya alam yang tidak berkesinambungan,15,551.06,36.73733333,32.894,24,1.6,2,4,0.266666667,0,5,39,15,10,4,6.333333333,48.26666667,4,7,53,3.202819531,1,18.288,18.288,18.288,2,2,2,0,0,0,7,55,1,0,40,0.591857032,3,5
fire flood,kebakaran dan banjir,13,124.902,9.607846154,6.794,18,1.384615385,1,3,0.230769231,0,2,10,13,4,0,2.076923077,11.46153846,10,2,10,1.145110414,1,16.402,16.402,16.402,1,1,1,1,1,1,3,20,1,0,18,0.45,1,5
partial destruction,kehancuran sebagian,19,312.183,16.43068421,11.516,33,1.736842105,2,3,0.157894737,0,2,19,19,6,2,2,18.05263158,8,2,18,2.142664356,1,15.575,15.575,15.575,2,2,2,0,0,0,2,19,1,0,16,0.538011696,3,5
voluntary evacuation,di evakuasi dengan sukarela,12,233.792,19.48266667,12.2105,17,1.416666667,2,4,0.333333333,0,2,20,12,5,2,2.333333333,18.5,8,2,17,1.854285872,1,21.289,21.289,21.289,1,1,1,1,1,1,4,27,1,0,21,0.531257015,2,3
toxic wastes,sampah beracun,16,250.044,15.62775,14.3015,27,1.6875,2,0,0,0,2,12,16,5,1,2.0625,14.1875,12,2,14,1.311278124,1,8.387,8.387,8.387,2,2,2,0,0,0,2,14,1,0,13,0.376984127,2,4
non-sensitive disaster risk information,informasi risiko bencana yang tidak sensitif,13,309.097,23.77669231,22.763,24,1.846153846,2,1,0.076923077,0,4,39,13,9,3,5.692307692,43.38461538,5,6,44,2.807390451,5,129.105,25.821,22.763,10,2,2,0,0,0,6,44,5,1,34,0.671848761,1,1
water supply production,produksi cadangan air,24,570.445,23.76854167,19.8055,42,1.75,2,2,0.083333333,0,3,23,24,7,2,3.083333333,21.20833333,8,3,23,2.40726823,1,7.077,7.077,7.077,1,1,1,0,0,0,3,21,1,0,21,0.586611456,3,5
supplies,pasokan,18,279.678,15.53766667,12.2315,30,1.666666667,2,3,0.166666667,0,1,8,18,8,1,1.166666667,10.77777778,9,1,10,2.320802084,3,53.693,17.89766667,7.833,5,1.666666667,2,0,0,0,1,7,3,0,8,0.345238095,3,5
residences,kabupaten,13,148.383,11.41407692,6.946,21,1.615384615,2,4,0.307692308,0,1,10,13,10,1,1.384615385,10.46153846,4,2,14,3.085055103,1,11.308,11.308,11.308,0,0,0,2,2,2,1,9,1,0,9,0.474074074,3,1
concrete structures,struktur beton,16,265.432,16.5895,12.7955,25,1.5625,2,5,0.3125,0,2,19,16,7,2,2,14.6875,5,2,14,2.555036533,5,72.757,14.5514,14.506,5,1,1,4,0.8,1,2,14,5,1,15,0.539160401,2,5
infant,anak bayi,18,302.291,16.79394444,7.854,33,1.833333333,2,2,0.111111111,0,1,6,18,4,1,1.111111111,5.055555556,12,1,4,1.335505557,1,2.781,2.781,2.781,2,2,2,0,0,0,2,9,1,0,7,0.351851852,3,5
urgent,mendesak,18,238.731,13.26283333,8.987,34,1.888888889,2,2,0.111111111,0,1,6,18,6,1,1,7,8,1,7,2.197159723,3,25.077,8.359,6.943,6,2,2,0,0,0,1,8,3,0,7,0.527777778,3,5
disaster incident,kejadian bencana,19,309.928,16.312,13.833,35,1.842105263,2,1,0.052631579,0,2,17,19,6,2,2,16.05263158,6,2,15,2.209556147,5,85.671,17.1342,7.489,9,1.8,2,0,0,0,2,16,5,0,13,0.549155773,3,3
multiple capacities,kapasitas berganda,13,304.188,23.39907692,20.791,21,1.615384615,2,2,0.153846154,0,2,19,13,8,2,2.230769231,18.76923077,5,2,18,2.653544297,1,14.423,14.423,14.423,2,2,2,0,0,0,2,18,1,0,18,0.442912838,3,5
older people,lansia,20,183.714,9.1857,7.8475,32,1.6,2,4,0.2,0,2,12,20,10,1,2.9,15.65,7,4,20,2.839353872,2,26.441,13.2205,13.2205,3,1.5,1.5,0,0,0,1,6,2,0,11,0.416666667,3,5
reinforcing pillars,penguatan pilar,10,159.309,15.9309,16.2,15,1.5,2,3,0.3,0,2,19,10,8,2,2.2,17.8,3,2,16,2.846439345,1,23.134,23.134,23.134,2,2,2,0,0,0,2,15,1,0,10,0.597660819,2,5
equitable access,akses yang tepat,15,473.61,31.574,31.592,28,1.866666667,2,1,0.066666667,0,2,16,15,7,2,2.8,14.93333333,7,3,15,2.279799132,1,31.592,31.592,31.592,2,2,2,0,0,0,3,16,1,0,16,0.416666667,3,3
monitoring of vulnerabilities,pemantauan kebahayaan,11,275.249,25.02263636,16.811,20,1.818181818,2,1,0.090909091,0,3,29,11,8,2,2.272727273,23,3,2,21,2.845350937,1,58.529,58.529,58.529,2,2,2,0,0,0,2,21,1,0,24,0.507006021,3,3
humanitarian response,balasan kemanusiaan,19,221.286,11.64663158,9.58,30,1.578947368,2,6,0.315789474,0,2,21,19,7,2,2.210526316,20.21052632,10,2,18,2.078491674,1,9.385,9.385,9.385,1,1,1,1,1,1,2,19,1,0,17,0.579706843,3,1
functioning of institutions,fungsi institusi,19,449.546,23.66031579,14.573,33,1.736842105,2,2,0.105263158,0,3,27,19,11,2,2.315789474,19.57894737,4,3,24,3.155565013,4,103.692,25.923,14.5775,8,2,2,0,0,0,2,16,4,0,14,0.74212963,3,5
